DATE_FROM;DATE_TO;PRODUCT_TYPE;TENDER_NUMBER;PRODUCTNAME;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
23-09-2021;23-09-2021;FCR;1;NEGPOS_08_12;112.36;71;112.36;63;87;241.07;-60;67;112.36;41;562;112.36;125;508;112.36;-110;114;112.36;-45;15;112.36;-4;20;112.36;-8
23-09-2021;23-09-2021;FCR;1;NEGPOS_12_16;127;71;127;61;87;166.57;-58;67;127;24;562;127;98;508;127;-67;114;127;-45;15;127;-5;20;127;-8
23-09-2021;23-09-2021;FCR;1;NEGPOS_16_20;90.68;71;90.68;61;87;237.6;-60;67;90.68;11;562;77.08;168;508;90.68;-121;114;90.68;-45;15;90.68;-4;20;90.68;-10
23-09-2021;23-09-2021;FCR;1;NEGPOS_20_24;61.56;71;61.56;56;87;234.4;-60;67;61.56;9;562;61.56;133;508;61.56;-69;114;61.56;-47;15;61.56;-12;20;61.56;-10
24-09-2021;24-09-2021;FCR;1;NEGPOS_00_04;70.4;71;70.4;49;87;172.14;-60;67;70.4;11;562;70.4;118;508;70.4;-53;114;70.4;-45;15;70.4;-9;20;70.4;-11
24-09-2021;24-09-2021;FCR;1;NEGPOS_04_08;80.5;71;80.5;49;87;154.88;-60;67;80.5;22;562;80.5;117;508;80.5;-64;114;80.5;-45;15;80.5;-9;20;80.5;-10
24-09-2021;24-09-2021;FCR;1;NEGPOS_08_12;66;71;66;54;87;153.8;-60;67;66;74;562;66;83;508;66;-90;114;66;-43;15;66;-7;20;66;-11
24-09-2021;24-09-2021;FCR;1;NEGPOS_12_16;95.6;71;95.6;54;87;156.88;-60;67;95.6;47;562;95.6;120;508;95.6;-102;114;95.6;-43;15;95.6;-6;20;95.6;-10
24-09-2021;24-09-2021;FCR;1;NEGPOS_16_20;73.58;71;73.58;54;87;154.64;-60;67;73.58;64;562;73.58;93;508;73.58;-88;114;73.58;-43;15;73.58;0;20;73.58;-10
24-09-2021;24-09-2021;FCR;1;NEGPOS_20_24;60.05;71;60.05;55;87;158.16;-60;67;60.05;12;562;60.05;99;508;60.05;-38;114;60.05;-43;15;60.05;-15;20;60.05;-10
25-09-2021;25-09-2021;FCR;1;NEGPOS_00_04;73;71;73;43;87;106.27;-60;-;-;-;562;73;134;508;73;-53;114;73;-43;15;73;-9;20;73;-12
25-09-2021;25-09-2021;FCR;1;NEGPOS_04_08;61.24;71;61.24;43;87;111.53;-60;-;-;-;562;61.24;125;508;61.24;-36;114;61.24;-45;15;61.24;-15;20;61.24;-12
25-09-2021;25-09-2021;FCR;1;NEGPOS_08_12;104.28;71;104.28;54;87;104.28;-60;-;-;-;562;104.28;162;508;104.28;-101;114;104.28;-43;15;104.28;-2;20;104.28;-10
25-09-2021;25-09-2021;FCR;1;NEGPOS_12_16;104.9;71;104.9;48;87;104.9;-60;-;-;-;562;104.9;149;508;104.9;-78;114;104.9;-43;15;104.9;-6;20;104.9;-10
25-09-2021;25-09-2021;FCR;1;NEGPOS_16_20;63.89;71;63.89;48;87;63.89;-60;-;-;-;562;63.89;150;508;63.89;-67;114;63.89;-45;15;63.89;-15;20;63.89;-11
25-09-2021;25-09-2021;FCR;1;NEGPOS_20_24;55;71;55;17;87;55;-60;-;-;-;562;54.79;168;508;55;-54;114;55;-45;15;55;-15;20;55;-11
26-09-2021;26-09-2021;FCR;1;NEGPOS_00_04;107.81;71;107.81;40;87;158.16;-60;67;107.81;30;562;107.81;160;508;107.81;-85;114;107.81;-45;15;107.81;-8;20;107.81;-10
26-09-2021;26-09-2021;FCR;1;NEGPOS_04_08;103.2;71;103.2;40;87;188.76;-60;67;103.2;7;562;103.2;151;508;103.2;-74;114;103.2;-45;15;103.2;-8;20;103.2;-11
26-09-2021;26-09-2021;FCR;1;NEGPOS_08_12;73;71;73;51;87;117.53;-60;67;73;9;562;73;159;508;73;-97;114;73;-43;15;73;-8;20;73;-11
26-09-2021;26-09-2021;FCR;1;NEGPOS_12_16;90.1;71;90.1;45;87;183.86;-60;67;90.1;0;562;90.1;141;508;90.1;-65;114;90.1;-43;15;90.1;-8;20;90.1;-10
26-09-2021;26-09-2021;FCR;1;NEGPOS_16_20;89.52;71;89.52;45;87;115.73;-60;67;89.52;16;562;89.52;146;508;89.52;-83;114;89.52;-45;15;89.52;-9;20;89.52;-10
26-09-2021;26-09-2021;FCR;1;NEGPOS_20_24;59.68;71;59.68;51;87;59.68;-60;67;59.68;9;562;59.68;120;508;59.68;-49;114;59.68;-45;15;59.68;-15;20;59.68;-11
27-09-2021;27-09-2021;FCR;1;NEGPOS_00_04;88;71;88;35;87;115.42;-60;67;88;5;562;88;124;508;88;-31;114;88;-55;15;88;-7;20;88;-11
27-09-2021;27-09-2021;FCR;1;NEGPOS_04_08;122.64;71;122.64;35;87;122.64;-60;67;122.64;7;562;122.64;123;508;122.64;-33;114;122.64;-55;15;122.64;-7;20;122.64;-10
27-09-2021;27-09-2021;FCR;1;NEGPOS_08_12;66;71;66;59;87;66;-60;67;66;37;562;66;131;508;66;-93;114;66;-55;15;66;-9;20;66;-10
27-09-2021;27-09-2021;FCR;1;NEGPOS_12_16;137.64;71;137.64;45;87;137.64;-58;67;137.64;18;562;82.3;168;508;137.64;-104;114;137.64;-55;15;137.64;-7;20;137.64;-7
27-09-2021;27-09-2021;FCR;1;NEGPOS_16_20;86.07;71;86.07;53;87;86.07;-60;67;86.07;45;562;86.07;140;508;86.07;-112;114;86.07;-55;15;86.07;-2;20;86.07;-9
27-09-2021;27-09-2021;FCR;1;NEGPOS_20_24;83.42;71;83.42;40;87;83.42;-60;67;83.42;10;562;83.42;155;508;83.42;-75;114;83.42;-55;15;83.42;-6;20;83.42;-9
28-09-2021;28-09-2021;FCR;1;NEGPOS_00_04;92.64;71;92.64;40;87;112.42;-60;67;92.64;6;562;92.64;158;508;92.64;-62;114;92.64;-65;15;92.64;-7;20;92.64;-10
28-09-2021;28-09-2021;FCR;1;NEGPOS_04_08;122.6;71;122.6;40;87;123.63;-60;67;122.6;1;562;122.6;137;508;122.6;-37;114;122.6;-65;15;122.6;-7;20;122.6;-9
28-09-2021;28-09-2021;FCR;1;NEGPOS_08_12;64.61;71;64.61;60;87;111.42;-60;67;64.61;32;562;64.61;155;508;64.61;-95;114;64.61;-65;15;64.61;-15;20;64.61;-10
28-09-2021;28-09-2021;FCR;1;NEGPOS_12_16;76;71;76;55;87;110.7;-60;67;76;14;562;76;168;508;76;-95;114;76;-65;15;76;-7;20;76;-10
28-09-2021;28-09-2021;FCR;1;NEGPOS_16_20;78.7;71;78.7;64;87;110.64;-60;67;78.7;31;562;78.7;129;508;78.7;-85;114;78.7;-65;15;78.7;-4;20;78.7;-9
28-09-2021;28-09-2021;FCR;1;NEGPOS_20_24;54;71;54;46;87;111.54;-60;67;54;-18;562;54;156;508;54;-35;114;54;-65;15;54;-15;20;54;-9
29-09-2021;29-09-2021;FCR;1;NEGPOS_00_04;185.24;71;185.24;41;87;185.24;-60;67;185.24;19;562;185.24;152;508;185.24;-83;114;185.24;-53;15;185.24;-7;20;185.24;-9
29-09-2021;29-09-2021;FCR;1;NEGPOS_04_08;159.92;71;159.92;40;87;179.72;-60;67;159.92;18;562;93.32;151;508;159.92;-80;114;159.92;-53;15;159.92;-7;20;159.92;-9
29-09-2021;29-09-2021;FCR;1;NEGPOS_08_12;77.36;71;77.36;53;87;186.82;-60;67;77.36;7;562;77.36;129;508;77.36;-61;114;77.36;-53;15;77.36;-4;20;77.36;-11
29-09-2021;29-09-2021;FCR;1;NEGPOS_12_16;155.92;71;155.92;38;87;184.62;-60;67;155.92;11;562;92;168;508;155.92;-90;114;155.92;-53;15;155.92;-7;20;155.92;-7
29-09-2021;29-09-2021;FCR;1;NEGPOS_16_20;91.92;71;91.92;50;87;183.08;-60;67;91.92;28;562;91.92;143;508;91.92;-95;114;91.92;-53;15;91.92;-4;20;91.92;-9
29-09-2021;29-09-2021;FCR;1;NEGPOS_20_24;121.2;71;121.2;44;87;184.73;-60;67;121.2;14;562;102.66;168;508;121.2;-99;114;121.2;-53;15;121.2;-4;20;121.2;-10
30-09-2021;30-09-2021;FCR;1;NEGPOS_00_04;190;71;190;40;87;192.87;-60;67;190;13;562;190;108;508;190;-36;114;190;-43;15;190;-9;20;190;-9
30-09-2021;30-09-2021;FCR;1;NEGPOS_04_08;181.04;71;181.04;34;87;181.04;-58;67;181.04;4;562;181.04;132;508;181.04;-40;114;181.04;-43;15;181.04;-7;20;181.04;-9
30-09-2021;30-09-2021;FCR;1;NEGPOS_08_12;78.88;71;78.88;34;87;78.88;-60;67;78.88;31;562;78.88;53;508;78.88;6;114;78.88;-47;15;78.88;-6;20;78.88;-11
30-09-2021;30-09-2021;FCR;1;NEGPOS_12_16;156.9;71;156.9;27;87;169.59;-60;67;156.9;19;562;156.9;46;508;156.9;30;114;156.9;-47;15;156.9;-7;20;156.9;-8
30-09-2021;30-09-2021;FCR;1;NEGPOS_16_20;87.92;71;87.92;42;87;87.92;-58;67;87.92;24;562;87.92;79;508;87.92;-24;114;87.92;-47;15;87.92;-6;20;87.92;-10
30-09-2021;30-09-2021;FCR;1;NEGPOS_20_24;75.52;71;75.52;45;87;75.52;-60;67;75.52;-16;562;75.52;101;508;75.52;-9;114;75.52;-43;15;75.52;-7;20;75.52;-11
01-10-2021;01-10-2021;FCR;1;NEGPOS_00_04;133.92;71;133.92;45;87;267.02;-60;67;133.92;12;562;133.92;93;508;133.92;-25;114;133.92;-43;15;133.92;-8;20;133.92;-14
01-10-2021;01-10-2021;FCR;1;NEGPOS_04_08;197;71;197;40;87;205.74;-60;67;197;12;562;197;108;508;197;-35;114;197;-43;15;197;-8;20;197;-14
01-10-2021;01-10-2021;FCR;1;NEGPOS_08_12;93.08;71;93.08;50;87;148.38;-60;67;93.08;95;562;93.08;80;508;93.08;-92;114;93.08;-47;15;93.08;-7;20;93.08;-11
01-10-2021;01-10-2021;FCR;1;NEGPOS_12_16;122.16;71;122.16;45;87;218.06;-60;67;122.16;8;562;122.16;121;508;122.16;-45;114;122.16;-47;15;122.16;-8;20;133.92;-14
01-10-2021;01-10-2021;FCR;1;NEGPOS_16_20;107.76;71;107.76;50;87;107.76;-60;67;107.76;43;562;107.76;82;508;107.76;-51;114;107.76;-47;15;107.76;-7;20;107.76;-10
01-10-2021;01-10-2021;FCR;1;NEGPOS_20_24;105.6;71;105.6;45;87;105.6;-60;67;105.6;18;562;105.6;98;508;105.6;-41;114;105.6;-43;15;105.6;-6;20;105.6;-11
02-10-2021;02-10-2021;FCR;1;NEGPOS_00_04;178;71;178;47;87;313.47;-60;67;178;8;562;178;123;508;178;-49;114;178;-43;15;178;-8;20;178;-10
02-10-2021;02-10-2021;FCR;1;NEGPOS_04_08;209;71;209;42;87;316.47;-60;67;209;4;562;209;123;508;209;-46;114;209;-43;15;209;-8;20;209;-10
02-10-2021;02-10-2021;FCR;1;NEGPOS_08_12;91.55;71;91.55;51;87;249.73;-60;67;91.55;-13;562;91.55;111;508;91.55;-30;114;91.55;-43;15;91.55;-5;20;91.55;-11
02-10-2021;02-10-2021;FCR;1;NEGPOS_12_16;250;71;250;45;87;311.61;-60;67;250;14;562;250;129;508;250;-67;114;250;-43;15;250;-8;20;250;-10
02-10-2021;02-10-2021;FCR;1;NEGPOS_16_20;208.42;71;208.42;56;87;269.47;-60;67;208.42;20;562;208.42;131;508;208.42;-73;114;208.42;-43;15;208.42;-6;20;208.42;-10
02-10-2021;02-10-2021;FCR;1;NEGPOS_20_24;100;71;100;53;87;254.97;-60;67;100;3;562;100;95;508;100;-29;114;100;-43;15;100;-7;20;100;-12
03-10-2021;03-10-2021;FCR;2;NEGPOS_00_04;1634.52;-;-;-;87;1634.52;-59;-;-;-;562;1634.52;6;508;1634.52;110;114;1634.52;-49;-;-;-;20;1634.52;-8
03-10-2021;03-10-2021;FCR;2;NEGPOS_04_08;1395.4;-;-;-;87;1395.4;-59;-;-;-;562;1395.4;-29;508;1395.4;147;114;1395.4;-51;-;-;-;20;1395.4;-8
03-10-2021;03-10-2021;FCR;2;NEGPOS_08_12;949.84;-;-;-;87;949.84;-59;-;-;-;562;949.84;2;508;949.84;116;114;949.84;-51;-;-;-;20;949.84;-8
03-10-2021;03-10-2021;FCR;2;NEGPOS_12_16;868.8;-;-;-;87;868.8;-59;-;-;-;562;868.8;2;508;868.8;114;114;868.8;-49;-;-;-;20;868.8;-8
03-10-2021;03-10-2021;FCR;2;NEGPOS_16_20;761.92;-;-;-;87;761.92;-59;-;-;-;562;761.92;1;508;761.92;115;114;761.92;-49;-;-;-;20;761.92;-8
03-10-2021;03-10-2021;FCR;2;NEGPOS_20_24;720.52;-;-;-;87;720.52;-59;-;-;-;562;720.52;21;508;720.52;95;114;720.52;-49;-;-;-;20;720.52;-8
04-10-2021;04-10-2021;FCR;1;NEGPOS_00_04;100.5;71;100.5;29;87;239.45;-60;67;100.5;13;562;100.5;84;508;100.5;-5;114;100.5;-43;15;100.5;-8;20;100.5;-10
04-10-2021;04-10-2021;FCR;1;NEGPOS_04_08;160.63;71;160.63;30;87;160.63;-59;67;160.63;53;562;160.63;94;508;160.63;-56;114;160.63;-43;15;160.63;-8;20;160.63;-9
04-10-2021;04-10-2021;FCR;1;NEGPOS_08_12;89.03;71;89.03;47;87;89.03;-59;67;59.2;100;562;89.03;96;508;89.03;-126;114;89.03;-43;15;89.03;-6;20;89.03;-9
04-10-2021;04-10-2021;FCR;1;NEGPOS_12_16;153.88;71;153.88;38;87;153.88;-59;67;108.4;100;562;153.88;141;508;153.88;-161;114;153.88;-43;15;153.88;-7;20;153.88;-9
04-10-2021;04-10-2021;FCR;1;NEGPOS_16_20;117.08;71;117.08;52;87;117.08;-59;67;59.3;99;562;117.08;148;508;117.08;-181;114;117.08;-43;15;117.08;-7;20;117.08;-9
04-10-2021;04-10-2021;FCR;1;NEGPOS_20_24;88;71;88;40;87;88;-59;67;88;75;562;88;95;508;88;-92;114;88;-43;15;88;-6;20;88;-10
05-10-2021;05-10-2021;FCR;1;NEGPOS_00_04;108.8;71;108.8;29;87;213.71;-60;67;108.8;14;562;108.8;116;508;108.8;-40;114;108.8;-43;15;108.8;-8;20;108.8;-8
05-10-2021;05-10-2021;FCR;1;NEGPOS_04_08;112;71;112;30;87;176.87;-60;67;112;33;562;112;118;508;112;-62;114;112;-43;15;112;-8;20;112;-8
05-10-2021;05-10-2021;FCR;1;NEGPOS_08_12;118.8;71;118.8;41;87;118.8;-59;67;62;100;562;118.8;131;508;118.8;-154;114;118.8;-44;15;118.8;-8;20;118.8;-7
05-10-2021;05-10-2021;FCR;1;NEGPOS_12_16;107.71;71;107.71;11;87;196.73;-60;67;107.71;79;562;107.71;163;508;107.71;-126;114;107.71;-44;15;107.71;-8;20;107.71;-7
05-10-2021;05-10-2021;FCR;1;NEGPOS_16_20;107.39;71;107.39;28;87;107.39;-59;67;107.39;83;562;107.39;130;508;107.39;-121;114;107.39;-44;15;107.39;-8;20;107.39;-7
05-10-2021;05-10-2021;FCR;1;NEGPOS_20_24;67.92;71;67.92;40;87;134.09;-60;67;67.92;37;562;67.92;72;508;67.92;-29;114;67.92;-43;15;67.92;-8;20;67.92;-9
06-10-2021;06-10-2021;FCR;1;NEGPOS_00_04;100;71;100;36;87;271.32;-60;67;100;18;562;100;104;508;100;-35;114;100;-45;15;100;-8;20;100;-10
06-10-2021;06-10-2021;FCR;1;NEGPOS_04_08;134.7;71;134.7;37;87;214.38;-60;67;134.7;22;562;134.7;108;508;134.7;-46;114;134.7;-45;15;134.7;-8;20;134.7;-8
06-10-2021;06-10-2021;FCR;1;NEGPOS_08_12;138.65;71;138.65;30;87;138.65;-59;67;84.4;99;562;138.65;115;508;138.65;-121;114;138.65;-45;15;138.65;-8;20;138.65;-7
06-10-2021;06-10-2021;FCR;1;NEGPOS_12_16;131.04;71;131.04;24;87;168.78;-60;67;131.04;57;562;131.04;163;508;131.04;-123;114;131.04;-45;15;131.04;-8;20;131.04;-8
06-10-2021;06-10-2021;FCR;1;NEGPOS_16_20;77;71;77;30;87;77;-59;67;77;99;562;77;67;508;77;-73;114;77;-45;15;77;-9;20;77;-10
06-10-2021;06-10-2021;FCR;1;NEGPOS_20_24;66;71;66;42;87;66;-59;67;66;28;562;66;68;508;66;-16;114;66;-45;15;66;-8;20;66;-10
07-10-2021;07-10-2021;FCR;1;NEGPOS_00_04;75.08;71;75.08;57;87;111.65;-60;67;75.08;31;562;75.08;51;508;75.08;-11;114;75.08;-45;15;75.08;-9;20;75.08;-12
07-10-2021;07-10-2021;FCR;1;NEGPOS_04_08;88.15;71;88.15;51;87;95.52;-60;67;88.15;23;562;88.15;56;508;88.15;-1;114;88.15;-47;15;88.15;-8;20;88.15;-11
07-10-2021;07-10-2021;FCR;1;NEGPOS_08_12;60;71;60;23;87;117.39;-60;67;60;0;562;60;29;508;60;82;114;60;-49;15;60;-15;20;60;-10
07-10-2021;07-10-2021;FCR;1;NEGPOS_12_16;75.96;71;75.96;38;87;75.96;-59;67;75.96;13;562;75.96;121;508;75.96;-46;114;75.96;-47;15;75.96;-8;20;75.96;-10
07-10-2021;07-10-2021;FCR;1;NEGPOS_16_20;87.48;71;87.48;29;87;123.31;-60;67;87.48;3;562;87.48;107;508;87.48;-13;114;87.48;-49;15;87.48;-8;20;87.48;-9
07-10-2021;07-10-2021;FCR;1;NEGPOS_20_24;56.7;71;56.7;35;87;85.07;-60;67;56.7;-7;562;56.7;100;508;56.7;4;114;56.7;-47;15;56.7;-15;20;56.7;-10
08-10-2021;08-10-2021;FCR;1;NEGPOS_00_04;166;71;166;58;87;166;-59;67;166;32;562;166;78;508;166;-47;114;166;-47;15;166;-8;20;166;-7
08-10-2021;08-10-2021;FCR;1;NEGPOS_04_08;157.16;71;157.16;72;87;157.16;-59;67;157.16;24;562;157.16;62;508;157.16;-36;114;157.16;-47;15;157.16;-8;20;157.16;-8
08-10-2021;08-10-2021;FCR;1;NEGPOS_08_12;55.2;71;55.2;23;87;112.37;-60;67;55.2;38;562;55.2;35;508;55.2;37;114;55.2;-48;15;55.2;-15;20;55.2;-10
08-10-2021;08-10-2021;FCR;1;NEGPOS_12_16;62.97;71;62.97;42;87;62.97;-59;67;62.97;19;562;62.97;46;508;62.97;16;114;62.97;-46;15;62.97;-6;20;62.97;-10
08-10-2021;08-10-2021;FCR;1;NEGPOS_16_20;58.32;71;58.32;40;87;100.21;-60;67;58.32;27;562;58.32;35;508;58.32;31;114;58.32;-48;15;58.32;-15;20;58.32;-10
08-10-2021;08-10-2021;FCR;1;NEGPOS_20_24;48;71;48;26;87;60.75;-60;67;48;3;562;48;22;508;48;82;114;48;-47;15;48;-15;20;48;-11
09-10-2021;09-10-2021;FCR;1;NEGPOS_00_04;70;71;70;38;87;147.1;-60;67;70;-21;562;70;87;508;70;17;114;70;-45;15;70;-6;20;70;-10
09-10-2021;09-10-2021;FCR;1;NEGPOS_04_08;120;71;120;49;87;132.54;-60;67;120;-3;562;120;121;508;120;-43;114;120;-47;15;120;-6;20;120;-8
09-10-2021;09-10-2021;FCR;1;NEGPOS_08_12;184;71;184;70;87;184;-58;67;184;18;562;184;27;508;184;-5;114;184;-47;15;184;0;20;184;-5
09-10-2021;09-10-2021;FCR;1;NEGPOS_12_16;89.5;71;89.5;45;87;188.3;-60;67;89.5;-1;562;89.5;72;508;89.5;-2;114;89.5;-45;15;89.5;0;20;89.5;-9
09-10-2021;09-10-2021;FCR;1;NEGPOS_16_20;162.12;71;162.12;76;87;162.12;-58;67;162.12;-6;562;162.12;81;508;162.12;-40;114;162.12;-47;15;162.12;0;20;162.12;-6
09-10-2021;09-10-2021;FCR;1;NEGPOS_20_24;120.92;71;120.92;55;87;120.92;-58;67;120.92;1;562;120.92;121;508;120.92;-63;114;120.92;-47;15;120.92;-2;20;120.92;-7
10-10-2021;10-10-2021;FCR;1;NEGPOS_00_04;316.52;71;316.52;42;87;316.52;-55;67;316.52;41;562;290.88;168;508;316.52;-130;114;316.52;-47;15;316.52;-7;20;316.52;-12
10-10-2021;10-10-2021;FCR;1;NEGPOS_04_08;120;71;120;42;87;162.1;-60;67;120;0;562;120;115;508;120;-28;114;120;-47;15;120;-7;20;120;-14
10-10-2021;10-10-2021;FCR;1;NEGPOS_08_12;107;71;107;49;87;127.94;-60;67;107;4;562;107;91;508;107;-21;114;107;-47;15;107;-3;20;107;-13
10-10-2021;10-10-2021;FCR;1;NEGPOS_12_16;89;71;89;43;87;262.74;-60;67;89;-1;562;89;59;508;89;21;114;89;-45;15;89;-3;20;106.96;-14
10-10-2021;10-10-2021;FCR;1;NEGPOS_16_20;129.9;71;129.9;53;87;129.9;-59;67;129.9;-6;562;129.9;131;508;129.9;-58;114;129.9;-47;15;129.9;0;20;129.9;-13
10-10-2021;10-10-2021;FCR;1;NEGPOS_20_24;100.88;71;100.88;48;87;100.88;-58;67;100.88;3;562;100.88;82;508;100.88;-12;114;100.88;-47;15;100.88;-2;20;106.96;-14
11-10-2021;11-10-2021;FCR;1;NEGPOS_00_04;130.4;71;130.4;34;87;178.1;-60;67;130.4;-2;562;130.4;118;508;130.4;-25;114;130.4;-45;15;130.4;-8;20;130.4;-10
11-10-2021;11-10-2021;FCR;1;NEGPOS_04_08;140;71;140;34;87;140;-59;67;140;23;562;140;109;508;140;-43;114;140;-47;15;140;-8;20;140;-9
11-10-2021;11-10-2021;FCR;1;NEGPOS_08_12;102;71;102;57;87;102;-58;67;102;75;562;102;51;508;102;-64;114;102;-47;15;102;-4;20;102;-10
11-10-2021;11-10-2021;FCR;1;NEGPOS_12_16;95;71;95;31;87;95;-58;67;95;55;562;95;86;508;95;-52;114;95;-45;15;95;-6;20;95;-11
11-10-2021;11-10-2021;FCR;1;NEGPOS_16_20;102.72;71;102.72;53;87;102.72;-58;67;102.72;82;562;102.72;35;508;102.72;-54;114;102.72;-45;15;102.72;-2;20;102.72;-11
11-10-2021;11-10-2021;FCR;1;NEGPOS_20_24;108.9;71;108.9;49;87;108.9;-58;67;108.9;52;562;108.9;61;508;108.9;-43;114;108.9;-45;15;108.9;-6;20;108.9;-10
12-10-2021;12-10-2021;FCR;1;NEGPOS_00_04;172.7;71;172.7;31;87;265.22;-60;67;172.7;33;562;172.7;111;508;172.7;-52;114;172.7;-45;15;172.7;-7;20;172.7;-8
12-10-2021;12-10-2021;FCR;1;NEGPOS_04_08;198.68;71;198.68;31;87;198.68;-59;67;198.68;42;562;198.68;67;508;198.68;-14;114;198.68;-45;15;198.68;-7;20;198.68;-11
12-10-2021;12-10-2021;FCR;1;NEGPOS_08_12;157.2;71;157.2;82;87;157.2;-58;67;102;98;562;157.2;69;508;157.2;-130;114;157.2;-45;15;157.2;-7;20;157.2;-9
12-10-2021;12-10-2021;FCR;1;NEGPOS_12_16;166.8;71;166.8;56;87;167.14;-60;67;166.8;47;562;166.8;100;508;166.8;-85;114;166.8;-45;15;166.8;-7;20;166.8;-6
12-10-2021;12-10-2021;FCR;1;NEGPOS_16_20;123.96;71;123.96;58;87;123.96;-58;67;123.96;78;562;123.96;86;508;123.96;-103;114;123.96;-45;15;123.96;-7;20;123.96;-9
12-10-2021;12-10-2021;FCR;1;NEGPOS_20_24;113.76;71;113.76;49;87;113.76;-59;67;113.76;31;562;113.76;52;508;113.76;-11;114;113.76;-47;15;113.76;-7;20;113.76;-8
13-10-2021;13-10-2021;FCR;1;NEGPOS_00_04;292.36;71;292.36;31;87;292.36;-59;67;292.36;3;562;292.36;70;508;292.36;18;114;292.36;-47;15;292.36;-8;20;292.36;-8
13-10-2021;13-10-2021;FCR;1;NEGPOS_04_08;224.15;71;224.15;51;87;224.15;-59;67;224.15;30;562;224.15;15;508;224.15;26;114;224.15;-47;15;224.15;-8;20;224.15;-8
13-10-2021;13-10-2021;FCR;1;NEGPOS_08_12;158.4;71;158.4;82;87;158.4;-59;67;132;100;562;158.4;49;508;158.4;-113;114;158.4;-47;15;158.4;-4;20;158.4;-8
13-10-2021;13-10-2021;FCR;1;NEGPOS_12_16;139.38;71;139.38;52;87;139.38;-59;67;139.38;99;562;139.38;55;508;139.38;-87;114;139.38;-45;15;139.38;-6;20;139.38;-8
13-10-2021;13-10-2021;FCR;1;NEGPOS_16_20;124.6;71;124.6;58;87;124.6;-59;67;124.6;84;562;124.6;68;508;124.6;-91;114;124.6;-47;15;124.6;-4;20;124.6;-9
13-10-2021;13-10-2021;FCR;1;NEGPOS_20_24;139.08;71;139.08;55;87;139.08;-59;67;139.08;69;562;139.08;58;508;139.08;-61;114;139.08;-47;15;139.08;-6;20;139.08;-9
14-10-2021;14-10-2021;FCR;1;NEGPOS_00_04;344.84;71;344.84;39;87;344.84;-59;67;344.84;96;562;344.84;5;508;344.84;-18;114;344.84;-45;15;344.84;-8;20;344.84;-10
14-10-2021;14-10-2021;FCR;1;NEGPOS_04_08;284.4;71;284.4;59;87;284.4;-59;67;284.4;77;562;284.4;-6;508;284.4;-8;114;284.4;-45;15;284.4;-8;20;284.4;-10
14-10-2021;14-10-2021;FCR;1;NEGPOS_08_12;170.3;71;170.3;83;87;170.3;-59;67;170.3;96;562;170.3;43;508;170.3;-98;114;170.3;-55;15;170.3;-2;20;170.3;-8
14-10-2021;14-10-2021;FCR;1;NEGPOS_12_16;227;71;227;60;87;227;-59;67;227;62;562;227;44;508;227;-46;114;227;-45;15;227;-7;20;227;-9
14-10-2021;14-10-2021;FCR;1;NEGPOS_16_20;172.48;71;172.48;75;87;172.48;-59;67;172.48;79;562;172.48;47;508;172.48;-86;114;172.48;-45;15;172.48;-2;20;172.48;-9
14-10-2021;14-10-2021;FCR;1;NEGPOS_20_24;134.32;71;134.32;42;87;134.32;-59;67;134.32;41;562;134.32;42;508;134.32;-6;114;134.32;-45;15;134.32;-4;20;134.32;-11
15-10-2021;15-10-2021;FCR;1;NEGPOS_00_04;360;71;360;43;87;360;-55;67;353.3;100;562;360;-19;508;360;-5;114;360;-45;15;360;-8;20;360;-11
15-10-2021;15-10-2021;FCR;1;NEGPOS_04_08;317.6;71;317.6;43;87;317.6;-58;67;307.4;100;562;317.6;-13;508;317.6;-7;114;317.6;-45;15;317.6;-8;20;317.6;-12
15-10-2021;15-10-2021;FCR;1;NEGPOS_08_12;173.2;71;173.2;79;87;173.2;-59;67;102;100;562;173.2;3;508;173.2;-59;114;173.2;-45;15;173.2;-7;20;173.2;-12
15-10-2021;15-10-2021;FCR;1;NEGPOS_12_16;255.52;71;255.52;65;87;255.52;-59;67;201.3;98;562;255.52;4;508;255.52;-43;114;255.52;-45;15;255.52;-7;20;255.52;-13
