MarketHourUTC;MarketHourCET;FFR demand (MW/hour);Total accepted FFR (MW/hour);Marginal price (EUR/MW/hour)
2021-09-07 05:00:00+00:00;2021-09-07 05:00:00+00:00;0;0;0
2021-09-07 06:00:00+00:00;2021-09-07 06:00:00+00:00;0;0;0
2021-09-07 07:00:00+00:00;2021-09-07 07:00:00+00:00;0;0;0
2021-09-07 08:00:00+00:00;2021-09-07 08:00:00+00:00;0;0;0
2021-09-07 09:00:00+00:00;2021-09-07 09:00:00+00:00;0;0;0
2021-09-07 10:00:00+00:00;2021-09-07 11:00:00+00:00;0;0;0
2021-09-07 11:00:00+00:00;2021-09-07 12:00:00+00:00;0;0;0
2021-09-07 12:00:00+00:00;2021-09-07 13:00:00+00:00;0;0;0
2021-09-07 13:00:00+00:00;2021-09-07 14:00:00+00:00;0;0;0
2021-09-07 14:00:00+00:00;2021-09-07 15:00:00+00:00;0;0;0
2021-09-07 15:00:00+00:00;2021-09-07 16:00:00+00:00;0;0;0
2021-09-07 16:00:00+00:00;2021-09-07 17:00:00+00:00;0;0;0
2021-09-07 17:00:00+00:00;2021-09-07 18:00:00+00:00;0;0;0
2021-09-07 18:00:00+00:00;2021-09-07 19:00:00+00:00;0;0;0
2021-09-07 19:00:00+00:00;2021-09-07 20:00:00+00:00;0;0;0
2021-09-07 20:00:00+00:00;2021-09-07 22:00:00+00:00;0;0;0
2021-09-07 21:00:00+00:00;2021-09-07 23:00:00+00:00;0;0;0
2021-09-07 22:00:00+00:00;2021-09-08 00:00:00+00:00;0,8;1;198,77
2021-09-07 23:00:00+00:00;2021-09-08 01:00:00+00:00;4,2;4,2;193,8
2021-09-08 00:00:00+00:00;2021-09-08 00:00:00+00:00;6;6;190,44
2021-09-08 01:00:00+00:00;2021-09-08 01:00:00+00:00;7,5;7,5;188,55
2021-09-08 02:00:00+00:00;2021-09-08 02:00:00+00:00;6,2;6,2;193,26
2021-09-08 03:00:00+00:00;2021-09-08 03:00:00+00:00;1,8;1,8;198,77
2021-09-08 04:00:00+00:00;2021-09-08 04:00:00+00:00;0;0;0
2021-09-08 05:00:00+00:00;2021-09-08 05:00:00+00:00;0;0;0
2021-09-08 06:00:00+00:00;2021-09-08 06:00:00+00:00;0;0;0
2021-09-08 07:00:00+00:00;2021-09-08 07:00:00+00:00;0;0;0
2021-09-08 08:00:00+00:00;2021-09-08 08:00:00+00:00;0;0;0
2021-09-08 09:00:00+00:00;2021-09-08 09:00:00+00:00;0;0;0
2021-09-08 10:00:00+00:00;2021-09-08 11:00:00+00:00;0;0;0
2021-09-08 11:00:00+00:00;2021-09-08 12:00:00+00:00;0;0;0
2021-09-08 12:00:00+00:00;2021-09-08 13:00:00+00:00;0;0;0
2021-09-08 13:00:00+00:00;2021-09-08 14:00:00+00:00;0;0;0
2021-09-08 14:00:00+00:00;2021-09-08 15:00:00+00:00;0;0;0
2021-09-08 15:00:00+00:00;2021-09-08 16:00:00+00:00;0;0;0
2021-09-08 16:00:00+00:00;2021-09-08 17:00:00+00:00;0;0;0
2021-09-08 17:00:00+00:00;2021-09-08 18:00:00+00:00;0;0;0
2021-09-08 18:00:00+00:00;2021-09-08 19:00:00+00:00;0;0;0
2021-09-08 19:00:00+00:00;2021-09-08 20:00:00+00:00;0;0;0
2021-09-08 20:00:00+00:00;2021-09-08 22:00:00+00:00;0;0;0
2021-09-08 21:00:00+00:00;2021-09-08 23:00:00+00:00;0;0;0
2021-09-08 22:00:00+00:00;2021-09-09 00:00:00+00:00;0,8;0,8;191,48
2021-09-08 23:00:00+00:00;2021-09-09 01:00:00+00:00;1,4;1,4;191,48
2021-09-09 00:00:00+00:00;2021-09-09 00:00:00+00:00;5,5;5,5;188,79
2021-09-09 01:00:00+00:00;2021-09-09 01:00:00+00:00;6,6;6,6;185,7
2021-09-09 02:00:00+00:00;2021-09-09 02:00:00+00:00;5,3;5,3;186,91
2021-09-09 03:00:00+00:00;2021-09-09 03:00:00+00:00;1,4;1,4;192,83
2021-09-09 04:00:00+00:00;2021-09-09 04:00:00+00:00;0;0;0
2021-09-09 05:00:00+00:00;2021-09-09 05:00:00+00:00;0;0;0
2021-09-09 06:00:00+00:00;2021-09-09 06:00:00+00:00;0;0;0
2021-09-09 07:00:00+00:00;2021-09-09 07:00:00+00:00;0;0;0
2021-09-09 08:00:00+00:00;2021-09-09 08:00:00+00:00;0;0;0
2021-09-09 09:00:00+00:00;2021-09-09 09:00:00+00:00;0;0;0
2021-09-09 10:00:00+00:00;2021-09-09 11:00:00+00:00;0;0;0
2021-09-09 11:00:00+00:00;2021-09-09 12:00:00+00:00;0;0;0
2021-09-09 12:00:00+00:00;2021-09-09 13:00:00+00:00;0;0;0
2021-09-09 13:00:00+00:00;2021-09-09 14:00:00+00:00;0;0;0
2021-09-09 14:00:00+00:00;2021-09-09 15:00:00+00:00;0;0;0
2021-09-09 15:00:00+00:00;2021-09-09 16:00:00+00:00;0;0;0
2021-09-09 16:00:00+00:00;2021-09-09 17:00:00+00:00;0;0;0
2021-09-09 17:00:00+00:00;2021-09-09 18:00:00+00:00;0;0;0
2021-09-09 18:00:00+00:00;2021-09-09 19:00:00+00:00;0;0;0
2021-09-09 19:00:00+00:00;2021-09-09 20:00:00+00:00;0;0;0
2021-09-09 20:00:00+00:00;2021-09-09 22:00:00+00:00;0;0;0
2021-09-09 21:00:00+00:00;2021-09-09 23:00:00+00:00;0,4;0,5;207,89
2021-09-09 22:00:00+00:00;2021-09-10 00:00:00+00:00;0;0;0
2021-09-09 23:00:00+00:00;2021-09-10 01:00:00+00:00;0;0;0
2021-09-10 00:00:00+00:00;2021-09-10 00:00:00+00:00;3,3;3,3;196,62
2021-09-10 01:00:00+00:00;2021-09-10 01:00:00+00:00;3,3;3,3;196,62
2021-09-10 02:00:00+00:00;2021-09-10 02:00:00+00:00;2,9;2,9;197,56
2021-09-10 03:00:00+00:00;2021-09-10 03:00:00+00:00;0,6;0,6;201,32
2021-09-10 04:00:00+00:00;2021-09-10 04:00:00+00:00;0;0;0
2021-09-10 05:00:00+00:00;2021-09-10 05:00:00+00:00;0;0;0
2021-09-10 06:00:00+00:00;2021-09-10 06:00:00+00:00;0;0;0
2021-09-10 07:00:00+00:00;2021-09-10 07:00:00+00:00;0;0;0
2021-09-10 08:00:00+00:00;2021-09-10 08:00:00+00:00;0;0;0
2021-09-10 09:00:00+00:00;2021-09-10 09:00:00+00:00;0;0;0
2021-09-10 10:00:00+00:00;2021-09-10 11:00:00+00:00;0;0;0
2021-09-10 11:00:00+00:00;2021-09-10 12:00:00+00:00;0;0;0
2021-09-10 12:00:00+00:00;2021-09-10 13:00:00+00:00;0;0;0
2021-09-10 13:00:00+00:00;2021-09-10 14:00:00+00:00;0;0;0
2021-09-10 14:00:00+00:00;2021-09-10 15:00:00+00:00;0;0;0
2021-09-10 15:00:00+00:00;2021-09-10 16:00:00+00:00;0;0;0
2021-09-10 16:00:00+00:00;2021-09-10 17:00:00+00:00;0;0;0
2021-09-10 17:00:00+00:00;2021-09-10 18:00:00+00:00;0;0;0
2021-09-10 18:00:00+00:00;2021-09-10 19:00:00+00:00;0;0;0
2021-09-10 19:00:00+00:00;2021-09-10 20:00:00+00:00;0;0;0
2021-09-10 20:00:00+00:00;2021-09-10 22:00:00+00:00;0;0;0
2021-09-10 21:00:00+00:00;2021-09-10 23:00:00+00:00;0;0;0
2021-09-10 22:00:00+00:00;2021-09-11 00:00:00+00:00;0,7;0,7;223,92
2021-09-10 23:00:00+00:00;2021-09-11 01:00:00+00:00;3;3;213,56
2021-09-11 00:00:00+00:00;2021-09-11 00:00:00+00:00;0;0;0
2021-09-11 01:00:00+00:00;2021-09-11 01:00:00+00:00;0;0;0
2021-09-11 02:00:00+00:00;2021-09-11 02:00:00+00:00;0;0;0
2021-09-11 03:00:00+00:00;2021-09-11 03:00:00+00:00;0;0;0
2021-09-11 04:00:00+00:00;2021-09-11 04:00:00+00:00;0;0;0
2021-09-11 05:00:00+00:00;2021-09-11 05:00:00+00:00;0;0;0
2021-09-11 06:00:00+00:00;2021-09-11 06:00:00+00:00;0;0;0
2021-09-11 07:00:00+00:00;2021-09-11 07:00:00+00:00;0;0;0
2021-09-11 08:00:00+00:00;2021-09-11 08:00:00+00:00;0;0;0
2021-09-11 09:00:00+00:00;2021-09-11 09:00:00+00:00;0;0;0
2021-09-11 10:00:00+00:00;2021-09-11 11:00:00+00:00;0;0;0
2021-09-11 11:00:00+00:00;2021-09-11 12:00:00+00:00;0;0;0
2021-09-11 12:00:00+00:00;2021-09-11 13:00:00+00:00;0;0;0
2021-09-11 13:00:00+00:00;2021-09-11 14:00:00+00:00;0;0;0
2021-09-11 14:00:00+00:00;2021-09-11 15:00:00+00:00;0;0;0
2021-09-11 15:00:00+00:00;2021-09-11 16:00:00+00:00;0;0;0
2021-09-11 16:00:00+00:00;2021-09-11 17:00:00+00:00;0;0;0
2021-09-11 17:00:00+00:00;2021-09-11 18:00:00+00:00;0;0;0
2021-09-11 18:00:00+00:00;2021-09-11 19:00:00+00:00;0;0;0
2021-09-11 19:00:00+00:00;2021-09-11 20:00:00+00:00;0;0;0
2021-09-11 20:00:00+00:00;2021-09-11 22:00:00+00:00;0;0;0
2021-09-11 21:00:00+00:00;2021-09-11 23:00:00+00:00;0;0;0
2021-09-11 22:00:00+00:00;2021-09-12 00:00:00+00:00;11,1;11,1;188,81
2021-09-11 23:00:00+00:00;2021-09-12 01:00:00+00:00;13,4;13,4;182,89
2021-09-12 00:00:00+00:00;2021-09-12 00:00:00+00:00;6,1;6,1;182,76
2021-09-12 01:00:00+00:00;2021-09-12 01:00:00+00:00;6,9;6,9;179,13
2021-09-12 02:00:00+00:00;2021-09-12 02:00:00+00:00;6,1;6,1;181,41
2021-09-12 03:00:00+00:00;2021-09-12 03:00:00+00:00;4,2;4,2;181,41
2021-09-12 04:00:00+00:00;2021-09-12 04:00:00+00:00;0,9;0,9;179,13
2021-09-12 05:00:00+00:00;2021-09-12 05:00:00+00:00;0;0;0
2021-09-12 06:00:00+00:00;2021-09-12 06:00:00+00:00;0;0;0
2021-09-12 07:00:00+00:00;2021-09-12 07:00:00+00:00;0;0;0
2021-09-12 08:00:00+00:00;2021-09-12 08:00:00+00:00;0;0;0
2021-09-12 09:00:00+00:00;2021-09-12 09:00:00+00:00;0,2;0,5;183,57
2021-09-12 10:00:00+00:00;2021-09-12 11:00:00+00:00;1,9;1,9;177,78
2021-09-12 11:00:00+00:00;2021-09-12 12:00:00+00:00;2,8;2,8;164,87
2021-09-12 12:00:00+00:00;2021-09-12 13:00:00+00:00;3;3;153,44
2021-09-12 13:00:00+00:00;2021-09-12 14:00:00+00:00;2,1;2,1;156,27
2021-09-12 14:00:00+00:00;2021-09-12 15:00:00+00:00;0,8;0,8;170,93
2021-09-12 15:00:00+00:00;2021-09-12 16:00:00+00:00;0;0;0
2021-09-12 16:00:00+00:00;2021-09-12 17:00:00+00:00;0;0;0
2021-09-12 17:00:00+00:00;2021-09-12 18:00:00+00:00;0;0;0
2021-09-12 18:00:00+00:00;2021-09-12 19:00:00+00:00;0;0;0
2021-09-12 19:00:00+00:00;2021-09-12 20:00:00+00:00;0;0;0
2021-09-12 20:00:00+00:00;2021-09-12 22:00:00+00:00;0;0;0
2021-09-12 21:00:00+00:00;2021-09-12 23:00:00+00:00;0;0;0
2021-09-12 22:00:00+00:00;2021-09-13 00:00:00+00:00;0;0;0
2021-09-12 23:00:00+00:00;2021-09-13 01:00:00+00:00;2,5;2,5;178,19
2021-09-13 00:00:00+00:00;2021-09-13 00:00:00+00:00;8,2;8,2;178,19
2021-09-13 01:00:00+00:00;2021-09-13 01:00:00+00:00;8,9;8,9;178,32
2021-09-13 02:00:00+00:00;2021-09-13 02:00:00+00:00;8,4;8,4;188,68
2021-09-13 03:00:00+00:00;2021-09-13 03:00:00+00:00;6,2;6,2;193,92
2021-09-13 04:00:00+00:00;2021-09-13 04:00:00+00:00;3;3;235,88
2021-09-13 05:00:00+00:00;2021-09-13 05:00:00+00:00;0;0;0
2021-09-13 06:00:00+00:00;2021-09-13 06:00:00+00:00;0;0;0
2021-09-13 07:00:00+00:00;2021-09-13 07:00:00+00:00;0;0;0
2021-09-13 08:00:00+00:00;2021-09-13 08:00:00+00:00;0;0;0
2021-09-13 09:00:00+00:00;2021-09-13 09:00:00+00:00;0;0;0
2021-09-13 10:00:00+00:00;2021-09-13 11:00:00+00:00;0;0;0
2021-09-13 11:00:00+00:00;2021-09-13 12:00:00+00:00;0;0;0
2021-09-13 12:00:00+00:00;2021-09-13 13:00:00+00:00;0;0;0
2021-09-13 13:00:00+00:00;2021-09-13 14:00:00+00:00;0;0;0
2021-09-13 14:00:00+00:00;2021-09-13 15:00:00+00:00;0;0;0
2021-09-13 15:00:00+00:00;2021-09-13 16:00:00+00:00;0;0;0
2021-09-13 16:00:00+00:00;2021-09-13 17:00:00+00:00;0;0;0
2021-09-13 17:00:00+00:00;2021-09-13 18:00:00+00:00;0;0;0
2021-09-13 18:00:00+00:00;2021-09-13 19:00:00+00:00;0;0;0
2021-09-13 19:00:00+00:00;2021-09-13 20:00:00+00:00;0;0;0
2021-09-13 20:00:00+00:00;2021-09-13 22:00:00+00:00;0;0;0
2021-09-13 21:00:00+00:00;2021-09-13 23:00:00+00:00;1,4;1,4;214,9
2021-09-13 22:00:00+00:00;2021-09-14 00:00:00+00:00;6,6;6,6;206,02
2021-09-13 23:00:00+00:00;2021-09-14 01:00:00+00:00;7;7;206,7
2021-09-14 00:00:00+00:00;2021-09-14 00:00:00+00:00;11,5;11,5;197,55
2021-09-14 01:00:00+00:00;2021-09-14 01:00:00+00:00;11,8;11,8;191,64
2021-09-14 02:00:00+00:00;2021-09-14 02:00:00+00:00;10,9;10,9;193,79
2021-09-14 03:00:00+00:00;2021-09-14 03:00:00+00:00;8,2;8,2;205,76
2021-09-14 04:00:00+00:00;2021-09-14 04:00:00+00:00;4,5;4,5;239,24
2021-09-14 05:00:00+00:00;2021-09-14 05:00:00+00:00;0,9;0,9;250
2021-09-14 06:00:00+00:00;2021-09-14 06:00:00+00:00;0;0;0
2021-09-14 07:00:00+00:00;2021-09-14 07:00:00+00:00;0;0;0
2021-09-14 08:00:00+00:00;2021-09-14 08:00:00+00:00;0;0;0
2021-09-14 09:00:00+00:00;2021-09-14 09:00:00+00:00;0;0;0
2021-09-14 10:00:00+00:00;2021-09-14 11:00:00+00:00;0;0;0
2021-09-14 11:00:00+00:00;2021-09-14 12:00:00+00:00;1;1;201,05
2021-09-14 12:00:00+00:00;2021-09-14 13:00:00+00:00;2,1;2,1;209,25
2021-09-14 13:00:00+00:00;2021-09-14 14:00:00+00:00;1,7;1,7;234,94
2021-09-14 14:00:00+00:00;2021-09-14 15:00:00+00:00;0,7;0,7;242,47
2021-09-14 15:00:00+00:00;2021-09-14 16:00:00+00:00;0,1;0,5;251,75
2021-09-14 16:00:00+00:00;2021-09-14 17:00:00+00:00;0;0;0
2021-09-14 17:00:00+00:00;2021-09-14 18:00:00+00:00;0;0;0
2021-09-14 18:00:00+00:00;2021-09-14 19:00:00+00:00;0;0;0
2021-09-14 19:00:00+00:00;2021-09-14 20:00:00+00:00;2;2;239,24
2021-09-14 20:00:00+00:00;2021-09-14 22:00:00+00:00;5,3;5,3;228,48
2021-09-14 21:00:00+00:00;2021-09-14 23:00:00+00:00;8,3;8,3;201,72
2021-09-14 22:00:00+00:00;2021-09-15 00:00:00+00:00;2;2;218,93
2021-09-14 23:00:00+00:00;2021-09-15 01:00:00+00:00;4,2;4,2;217,18
2021-09-15 00:00:00+00:00;2021-09-15 00:00:00+00:00;9,2;9,2;212,75
2021-09-15 01:00:00+00:00;2021-09-15 01:00:00+00:00;9,9;9,9;206,83
2021-09-15 02:00:00+00:00;2021-09-15 02:00:00+00:00;8,8;8,8;211,8
2021-09-15 03:00:00+00:00;2021-09-15 03:00:00+00:00;6,1;6,1;220,81
2021-09-15 04:00:00+00:00;2021-09-15 04:00:00+00:00;2,7;2,7;250,67
2021-09-15 05:00:00+00:00;2021-09-15 05:00:00+00:00;0;0;0
2021-09-15 06:00:00+00:00;2021-09-15 06:00:00+00:00;0;0;0
2021-09-15 07:00:00+00:00;2021-09-15 07:00:00+00:00;0;0;0
2021-09-15 08:00:00+00:00;2021-09-15 08:00:00+00:00;0;0;0
2021-09-15 09:00:00+00:00;2021-09-15 09:00:00+00:00;0;0;0
2021-09-15 10:00:00+00:00;2021-09-15 11:00:00+00:00;0;0;0
2021-09-15 11:00:00+00:00;2021-09-15 12:00:00+00:00;0;0;0
2021-09-15 12:00:00+00:00;2021-09-15 13:00:00+00:00;0;0;0
2021-09-15 13:00:00+00:00;2021-09-15 14:00:00+00:00;0;0;0
2021-09-15 14:00:00+00:00;2021-09-15 15:00:00+00:00;0;0;0
2021-09-15 15:00:00+00:00;2021-09-15 16:00:00+00:00;0;0;0
2021-09-15 16:00:00+00:00;2021-09-15 17:00:00+00:00;0;0;0
2021-09-15 17:00:00+00:00;2021-09-15 18:00:00+00:00;0;0;0
2021-09-15 18:00:00+00:00;2021-09-15 19:00:00+00:00;0;0;0
2021-09-15 19:00:00+00:00;2021-09-15 20:00:00+00:00;0;0;0
2021-09-15 20:00:00+00:00;2021-09-15 22:00:00+00:00;0;0;0
2021-09-15 21:00:00+00:00;2021-09-15 23:00:00+00:00;2,6;2,6;236,82
2021-09-15 22:00:00+00:00;2021-09-16 00:00:00+00:00;5,2;5,2;215,19
2021-09-15 23:00:00+00:00;2021-09-16 01:00:00+00:00;7,3;7,3;213,17
2021-09-16 00:00:00+00:00;2021-09-16 00:00:00+00:00;10,8;10,8;200,93
2021-09-16 01:00:00+00:00;2021-09-16 01:00:00+00:00;10,8;10,8;200,93
2021-09-16 02:00:00+00:00;2021-09-16 02:00:00+00:00;9,4;9,4;199,05
2021-09-16 03:00:00+00:00;2021-09-16 03:00:00+00:00;6,4;6,4;199,05
2021-09-16 04:00:00+00:00;2021-09-16 04:00:00+00:00;3,2;3,2;253,52
2021-09-16 05:00:00+00:00;2021-09-16 05:00:00+00:00;0;0;0
2021-09-16 06:00:00+00:00;2021-09-16 06:00:00+00:00;0;0;0
2021-09-16 07:00:00+00:00;2021-09-16 07:00:00+00:00;0;0;0
2021-09-16 08:00:00+00:00;2021-09-16 08:00:00+00:00;0;0;0
2021-09-16 09:00:00+00:00;2021-09-16 09:00:00+00:00;0;0;0
2021-09-16 10:00:00+00:00;2021-09-16 11:00:00+00:00;0;0;0
2021-09-16 11:00:00+00:00;2021-09-16 12:00:00+00:00;0;0;0
2021-09-16 12:00:00+00:00;2021-09-16 13:00:00+00:00;0;0;0
2021-09-16 13:00:00+00:00;2021-09-16 14:00:00+00:00;0;0;0
2021-09-16 14:00:00+00:00;2021-09-16 15:00:00+00:00;0;0;0
2021-09-16 15:00:00+00:00;2021-09-16 16:00:00+00:00;0;0;0
2021-09-16 16:00:00+00:00;2021-09-16 17:00:00+00:00;0;0;0
2021-09-16 17:00:00+00:00;2021-09-16 18:00:00+00:00;0;0;0
2021-09-16 18:00:00+00:00;2021-09-16 19:00:00+00:00;0;0;0
2021-09-16 19:00:00+00:00;2021-09-16 20:00:00+00:00;0;0;0
2021-09-16 20:00:00+00:00;2021-09-16 22:00:00+00:00;0;0;0
2021-09-16 21:00:00+00:00;2021-09-16 23:00:00+00:00;0,6;0,6;221,91
2021-09-16 22:00:00+00:00;2021-09-17 00:00:00+00:00;0;0;0
2021-09-16 23:00:00+00:00;2021-09-17 01:00:00+00:00;0,5;1;183,98
2021-09-17 00:00:00+00:00;2021-09-17 00:00:00+00:00;2,5;2,5;183,31
2021-09-17 01:00:00+00:00;2021-09-17 01:00:00+00:00;2,9;2,9;183,85
2021-09-17 02:00:00+00:00;2021-09-17 02:00:00+00:00;1,6;1,6;184,65
2021-09-17 03:00:00+00:00;2021-09-17 03:00:00+00:00;0;0;0
2021-09-17 04:00:00+00:00;2021-09-17 04:00:00+00:00;0;0;0
2021-09-17 05:00:00+00:00;2021-09-17 05:00:00+00:00;0;0;0
2021-09-17 06:00:00+00:00;2021-09-17 06:00:00+00:00;0;0;0
2021-09-17 07:00:00+00:00;2021-09-17 07:00:00+00:00;0;0;0
2021-09-17 08:00:00+00:00;2021-09-17 08:00:00+00:00;0;0;0
2021-09-17 09:00:00+00:00;2021-09-17 09:00:00+00:00;0;0;0
2021-09-17 10:00:00+00:00;2021-09-17 11:00:00+00:00;0;0;0
2021-09-17 11:00:00+00:00;2021-09-17 12:00:00+00:00;0;0;0
2021-09-17 12:00:00+00:00;2021-09-17 13:00:00+00:00;0;0;0
2021-09-17 13:00:00+00:00;2021-09-17 14:00:00+00:00;0;0;0
2021-09-17 14:00:00+00:00;2021-09-17 15:00:00+00:00;0;0;0
2021-09-17 15:00:00+00:00;2021-09-17 16:00:00+00:00;0;0;0
2021-09-17 16:00:00+00:00;2021-09-17 17:00:00+00:00;0;0;0
2021-09-17 17:00:00+00:00;2021-09-17 18:00:00+00:00;0;0;0
2021-09-17 18:00:00+00:00;2021-09-17 19:00:00+00:00;0;0;0
2021-09-17 19:00:00+00:00;2021-09-17 20:00:00+00:00;0;0;0
2021-09-17 20:00:00+00:00;2021-09-17 22:00:00+00:00;0;0;0
2021-09-17 21:00:00+00:00;2021-09-17 23:00:00+00:00;0;0;0
2021-09-17 22:00:00+00:00;2021-09-18 00:00:00+00:00;0;0;0
2021-09-17 23:00:00+00:00;2021-09-18 01:00:00+00:00;2,5;2,5;160,58
2021-09-18 00:00:00+00:00;2021-09-18 00:00:00+00:00;0;0;0
2021-09-18 01:00:00+00:00;2021-09-18 01:00:00+00:00;0;0;0
2021-09-18 02:00:00+00:00;2021-09-18 02:00:00+00:00;0;0;0
2021-09-18 03:00:00+00:00;2021-09-18 03:00:00+00:00;0;0;0
2021-09-18 04:00:00+00:00;2021-09-18 04:00:00+00:00;0;0;0
2021-09-18 05:00:00+00:00;2021-09-18 05:00:00+00:00;0;0;0
2021-09-18 06:00:00+00:00;2021-09-18 06:00:00+00:00;0;0;0
2021-09-18 07:00:00+00:00;2021-09-18 07:00:00+00:00;0;0;0
2021-09-18 08:00:00+00:00;2021-09-18 08:00:00+00:00;0;0;0
2021-09-18 09:00:00+00:00;2021-09-18 09:00:00+00:00;0;0;0
2021-09-18 10:00:00+00:00;2021-09-18 11:00:00+00:00;0;0;0
2021-09-18 11:00:00+00:00;2021-09-18 12:00:00+00:00;0;0;0
2021-09-18 12:00:00+00:00;2021-09-18 13:00:00+00:00;0;0;0
2021-09-18 13:00:00+00:00;2021-09-18 14:00:00+00:00;0;0;0
2021-09-18 14:00:00+00:00;2021-09-18 15:00:00+00:00;0;0;0
2021-09-18 15:00:00+00:00;2021-09-18 16:00:00+00:00;0;0;0
2021-09-18 16:00:00+00:00;2021-09-18 17:00:00+00:00;0;0;0
2021-09-18 17:00:00+00:00;2021-09-18 18:00:00+00:00;0;0;0
2021-09-18 18:00:00+00:00;2021-09-18 19:00:00+00:00;0;0;0
2021-09-18 19:00:00+00:00;2021-09-18 20:00:00+00:00;0;0;0
2021-09-18 20:00:00+00:00;2021-09-18 22:00:00+00:00;0;0;0
2021-09-18 21:00:00+00:00;2021-09-18 23:00:00+00:00;0;0;0
2021-09-18 22:00:00+00:00;2021-09-19 00:00:00+00:00;4,9;4,9;172,28
2021-09-18 23:00:00+00:00;2021-09-19 01:00:00+00:00;7,3;7,3;170,53
2021-09-19 00:00:00+00:00;2021-09-19 00:00:00+00:00;4,8;4,8;168,11
2021-09-19 01:00:00+00:00;2021-09-19 01:00:00+00:00;5,1;5,1;167,44
2021-09-19 02:00:00+00:00;2021-09-19 02:00:00+00:00;4,2;4,2;163,27
2021-09-19 03:00:00+00:00;2021-09-19 03:00:00+00:00;1,9;1,9;166,23
2021-09-19 04:00:00+00:00;2021-09-19 04:00:00+00:00;0;0;0
2021-09-19 05:00:00+00:00;2021-09-19 05:00:00+00:00;0;0;0
2021-09-19 06:00:00+00:00;2021-09-19 06:00:00+00:00;0;0;0
2021-09-19 07:00:00+00:00;2021-09-19 07:00:00+00:00;0;0;0
2021-09-19 08:00:00+00:00;2021-09-19 08:00:00+00:00;0;0;0
2021-09-19 09:00:00+00:00;2021-09-19 09:00:00+00:00;0;0;0
2021-09-19 10:00:00+00:00;2021-09-19 11:00:00+00:00;0;0;0
2021-09-19 11:00:00+00:00;2021-09-19 12:00:00+00:00;0;0;0
2021-09-19 12:00:00+00:00;2021-09-19 13:00:00+00:00;0;0;0
2021-09-19 13:00:00+00:00;2021-09-19 14:00:00+00:00;0;0;0
2021-09-19 14:00:00+00:00;2021-09-19 15:00:00+00:00;0;0;0
2021-09-19 15:00:00+00:00;2021-09-19 16:00:00+00:00;0;0;0
2021-09-19 16:00:00+00:00;2021-09-19 17:00:00+00:00;0;0;0
2021-09-19 17:00:00+00:00;2021-09-19 18:00:00+00:00;0;0;0
2021-09-19 18:00:00+00:00;2021-09-19 19:00:00+00:00;0;0;0
2021-09-19 19:00:00+00:00;2021-09-19 20:00:00+00:00;0;0;0
2021-09-19 20:00:00+00:00;2021-09-19 22:00:00+00:00;0;0;0
2021-09-19 21:00:00+00:00;2021-09-19 23:00:00+00:00;0;0;0
2021-09-19 22:00:00+00:00;2021-09-20 00:00:00+00:00;0;0;0
2021-09-19 23:00:00+00:00;2021-09-20 01:00:00+00:00;0;0;0
2021-09-20 00:00:00+00:00;2021-09-20 00:00:00+00:00;7,9;7,9;189,22
2021-09-20 01:00:00+00:00;2021-09-20 01:00:00+00:00;8,7;8,7;189,09
2021-09-20 02:00:00+00:00;2021-09-20 02:00:00+00:00;7,8;7,8;184,38
2021-09-20 03:00:00+00:00;2021-09-20 03:00:00+00:00;5,7;5,7;208,73
2021-09-20 04:00:00+00:00;2021-09-20 04:00:00+00:00;3,6;3,6;251,9
2021-09-20 05:00:00+00:00;2021-09-20 05:00:00+00:00;1;1;270,05
2021-09-20 06:00:00+00:00;2021-09-20 06:00:00+00:00;0;0;0
2021-09-20 07:00:00+00:00;2021-09-20 07:00:00+00:00;0;0;0
2021-09-20 08:00:00+00:00;2021-09-20 08:00:00+00:00;0;0;0
2021-09-20 09:00:00+00:00;2021-09-20 09:00:00+00:00;0;0;0
2021-09-20 10:00:00+00:00;2021-09-20 11:00:00+00:00;0,2;1;245,58
2021-09-20 11:00:00+00:00;2021-09-20 12:00:00+00:00;0,4;1;245,58
2021-09-20 12:00:00+00:00;2021-09-20 13:00:00+00:00;0,6;1;245,58
2021-09-20 13:00:00+00:00;2021-09-20 14:00:00+00:00;0;0;0
2021-09-20 14:00:00+00:00;2021-09-20 15:00:00+00:00;0;0;0
2021-09-20 15:00:00+00:00;2021-09-20 16:00:00+00:00;0;0;0
2021-09-20 16:00:00+00:00;2021-09-20 17:00:00+00:00;0;0;0
2021-09-20 17:00:00+00:00;2021-09-20 18:00:00+00:00;0;0;0
2021-09-20 18:00:00+00:00;2021-09-20 19:00:00+00:00;0;0;0
2021-09-20 19:00:00+00:00;2021-09-20 20:00:00+00:00;0;0;0
2021-09-20 20:00:00+00:00;2021-09-20 22:00:00+00:00;2,1;2,1;245,04
2021-09-20 21:00:00+00:00;2021-09-20 23:00:00+00:00;4,1;4,1;224,06
2021-09-20 22:00:00+00:00;2021-09-21 00:00:00+00:00;0;0;0
2021-09-20 23:00:00+00:00;2021-09-21 01:00:00+00:00;0,8;0,8;218,54
2021-09-21 00:00:00+00:00;2021-09-21 00:00:00+00:00;1,4;1,4;211,82
2021-09-21 01:00:00+00:00;2021-09-21 01:00:00+00:00;2,1;2,1;205,5
2021-09-21 02:00:00+00:00;2021-09-21 02:00:00+00:00;1,5;1,5;209,53
2021-09-21 03:00:00+00:00;2021-09-21 03:00:00+00:00;0;0;0
