HourUTC,HourDK,FCR_N_PriceDKK,FCR_N_PriceEUR,FCR_D_UpPriceDKK,FCR_D_UpPriceEUR
2021-07-10T11:00:00,2021-07-10T13:00:00,232.02,31.2,259.02,34.83
2021-07-10T12:00:00,2021-07-10T14:00:00,236.34,31.78,259.17,34.85
2021-07-10T13:00:00,2021-07-10T15:00:00,256.19,34.45,258.94,34.82
2021-07-10T14:00:00,2021-07-10T16:00:00,260.43,35.02,257.23,34.59
2021-07-10T15:00:00,2021-07-10T17:00:00,238.79,32.11,255.52,34.36
2021-07-10T16:00:00,2021-07-10T18:00:00,243.18,32.7,245.85,33.06
2021-07-10T17:00:00,2021-07-10T19:00:00,245.11,32.96,252.7,33.98
2021-07-10T18:00:00,2021-07-10T20:00:00,244.89,32.93,254.18,34.18
2021-07-10T19:00:00,2021-07-10T21:00:00,246.45,33.14,255.08,34.3
2021-07-10T20:00:00,2021-07-10T22:00:00,258.72,34.79,254.93,34.28
2021-07-10T21:00:00,2021-07-10T23:00:00,257.98,34.69,256.27,34.46
2021-07-10T22:00:00,2021-07-11T00:00:00,266.31,35.81,288.54,38.8
2021-07-10T23:00:00,2021-07-11T01:00:00,270.55,36.38,288.99,38.86
2021-07-11T00:00:00,2021-07-11T02:00:00,270.4,36.36,283.56,38.13
2021-07-11T01:00:00,2021-07-11T03:00:00,270.32,36.35,280.07,37.66
2021-07-11T02:00:00,2021-07-11T04:00:00,270.55,36.38,279.62,37.6
2021-07-11T03:00:00,2021-07-11T05:00:00,284.45,38.25,278.13,37.4
2021-07-11T04:00:00,2021-07-11T06:00:00,278.58,37.46,270.1,36.32
2021-07-11T05:00:00,2021-07-11T07:00:00,276.79,37.22,271.14,36.46
2021-07-11T06:00:00,2021-07-11T08:00:00,244.15,32.83,268.69,36.13
2021-07-11T07:00:00,2021-07-11T09:00:00,243.55,32.75,257.61,34.64
2021-07-11T08:00:00,2021-07-11T10:00:00,257.61,34.64,257.83,34.67
2021-07-11T09:00:00,2021-07-11T11:00:00,260.51,35.03,266.01,35.77
2021-07-11T10:00:00,2021-07-11T12:00:00,256.94,34.55,268.46,36.1
2021-07-11T11:00:00,2021-07-11T13:00:00,253.07,34.03,267.94,36.03
2021-07-11T12:00:00,2021-07-11T14:00:00,241.17,32.43,267.87,36.02
2021-07-11T13:00:00,2021-07-11T15:00:00,237.9,31.99,267.87,36.02
2021-07-11T14:00:00,2021-07-11T16:00:00,233.74,31.43,266.01,35.77
2021-07-11T15:00:00,2021-07-11T17:00:00,257.53,34.63,265.79,35.74
2021-07-11T16:00:00,2021-07-11T18:00:00,254.19,34.18,276.2,37.14
2021-07-11T17:00:00,2021-07-11T19:00:00,270.7,36.4,290.85,39.11
2021-07-11T18:00:00,2021-07-11T20:00:00,271.81,36.55,301.78,40.58
2021-07-11T19:00:00,2021-07-11T21:00:00,271.74,36.54,319.63,42.98
2021-07-11T20:00:00,2021-07-11T22:00:00,287.28,38.63,293.82,39.51
2021-07-11T21:00:00,2021-07-11T23:00:00,256.94,34.55,283.49,38.12
2021-07-11T22:00:00,2021-07-12T00:00:00,270.03,36.31,274.34,36.89
2021-07-11T23:00:00,2021-07-12T01:00:00,272.18,36.6,287.58,38.67
2021-07-12T00:00:00,2021-07-12T02:00:00,273.15,36.73,273.08,36.72
2021-07-12T01:00:00,2021-07-12T03:00:00,273.3,36.75,272.78,36.68
2021-07-12T02:00:00,2021-07-12T04:00:00,276.35,37.16,272.56,36.65
2021-07-12T03:00:00,2021-07-12T05:00:00,286.31,38.5,272.03,36.58
2021-07-12T04:00:00,2021-07-12T06:00:00,316.8,42.6,270.03,36.31
2021-07-12T05:00:00,2021-07-12T07:00:00,327.96,44.1,268.69,36.13
2021-07-12T06:00:00,2021-07-12T08:00:00,288.69,38.82,265.42,35.69
2021-07-12T07:00:00,2021-07-12T09:00:00,267.94,36.03,264.9,35.62
2021-07-12T08:00:00,2021-07-12T10:00:00,281.33,37.83,265.12,35.65
2021-07-12T09:00:00,2021-07-12T11:00:00,265.12,35.65,265.42,35.69
2021-07-12T10:00:00,2021-07-12T12:00:00,265.79,35.74,264.23,35.53
2021-07-12T11:00:00,2021-07-12T13:00:00,281.48,37.85,264,35.5
2021-07-12T12:00:00,2021-07-12T14:00:00,279.25,37.55,264.75,35.6
2021-07-12T13:00:00,2021-07-12T15:00:00,281.93,37.91,263.78,35.47
2021-07-12T14:00:00,2021-07-12T16:00:00,275.68,37.07,265.27,35.67
2021-07-12T15:00:00,2021-07-12T17:00:00,276.42,37.17,274.93,36.97
2021-07-12T16:00:00,2021-07-12T18:00:00,278.21,37.41,261.99,35.23
2021-07-12T17:00:00,2021-07-12T19:00:00,302.3,40.65,275.98,37.11
2021-07-12T18:00:00,2021-07-12T20:00:00,288.54,38.8,273.37,36.76
2021-07-12T19:00:00,2021-07-12T21:00:00,311.75,41.92,269.88,36.29
2021-07-12T20:00:00,2021-07-12T22:00:00,338.74,45.55,269.51,36.24
2021-07-12T21:00:00,2021-07-12T23:00:00,340.01,45.72,269.58,36.25
2021-07-12T22:00:00,2021-07-13T00:00:00,339,45.58,364.47,49.01
2021-07-12T23:00:00,2021-07-13T01:00:00,330.75,44.47,360.98,48.54
2021-07-13T00:00:00,2021-07-13T02:00:00,330.6,44.45,336.96,45.31
2021-07-13T01:00:00,2021-07-13T03:00:00,333.13,44.79,308.99,41.55
2021-07-13T02:00:00,2021-07-13T04:00:00,334.39,44.96,308.62,41.5
2021-07-13T03:00:00,2021-07-13T05:00:00,376.78,50.66,309.07,41.56
2021-07-13T04:00:00,2021-07-13T06:00:00,398.8,53.62,325.88,43.82
2021-07-13T05:00:00,2021-07-13T07:00:00,410.03,55.13,321.86,43.28
2021-07-13T06:00:00,2021-07-13T08:00:00,349.71,47.02,322.31,43.34
2021-07-13T07:00:00,2021-07-13T09:00:00,340.94,45.84,320.74,43.13
2021-07-13T08:00:00,2021-07-13T10:00:00,342.87,46.1,306.24,41.18
2021-07-13T09:00:00,2021-07-13T11:00:00,334.09,44.92,318.74,42.86
2021-07-13T10:00:00,2021-07-13T12:00:00,328.96,44.23,317.47,42.69
2021-07-13T11:00:00,2021-07-13T13:00:00,341.01,45.85,323.87,43.55
2021-07-13T12:00:00,2021-07-13T14:00:00,340.71,45.81,315.32,42.4
2021-07-13T13:00:00,2021-07-13T15:00:00,348.52,46.86,311.75,41.92
2021-07-13T14:00:00,2021-07-13T16:00:00,349.19,46.95,319.41,42.95
2021-07-13T15:00:00,2021-07-13T17:00:00,350.23,47.09,327.44,44.03
2021-07-13T16:00:00,2021-07-13T18:00:00,344.06,46.26,317.03,42.63
2021-07-13T17:00:00,2021-07-13T19:00:00,359.83,48.38,315.76,42.46
2021-07-13T18:00:00,2021-07-13T20:00:00,356.03,47.87,316.06,42.5
2021-07-13T19:00:00,2021-07-13T21:00:00,361.02,48.54,327.88,44.09
2021-07-13T20:00:00,2021-07-13T22:00:00,372.69,50.11,328.63,44.19
2021-07-13T21:00:00,2021-07-13T23:00:00,370.91,49.87,328.93,44.23
2021-07-13T22:00:00,2021-07-14T00:00:00,355.47,47.79,354.69,47.69
2021-07-13T23:00:00,2021-07-14T01:00:00,344.61,46.33,392.03,52.71
2021-07-14T00:00:00,2021-07-14T02:00:00,344.53,46.32,382.73,51.46
2021-07-14T01:00:00,2021-07-14T03:00:00,347.88,46.77,336.32,45.22
2021-07-14T02:00:00,2021-07-14T04:00:00,348.85,46.9,334.69,45
2021-07-14T03:00:00,2021-07-14T05:00:00,396.38,53.29,338.11,45.46
2021-07-14T04:00:00,2021-07-14T06:00:00,418.91,56.32,328.22,44.13
2021-07-14T05:00:00,2021-07-14T07:00:00,441.67,59.38,335.36,45.09
2021-07-14T06:00:00,2021-07-14T08:00:00,372.57,50.09,338.48,45.51
2021-07-14T07:00:00,2021-07-14T09:00:00,350.48,47.12,350.23,47.09
2021-07-14T08:00:00,2021-07-14T10:00:00,351.82,47.3,342.42,46.04
2021-07-14T09:00:00,2021-07-14T11:00:00,341.93,45.97,352.91,47.45
2021-07-14T10:00:00,2021-07-14T12:00:00,342.23,46.01,427.21,57.44
2021-07-14T11:00:00,2021-07-14T13:00:00,359.56,48.34,421.93,56.73
2021-07-14T12:00:00,2021-07-14T14:00:00,356.06,47.87,423.64,56.96
2021-07-14T13:00:00,2021-07-14T15:00:00,356.58,47.94,422.97,56.87
2021-07-14T14:00:00,2021-07-14T16:00:00,353.01,47.46,346.66,46.61
2021-07-14T15:00:00,2021-07-14T17:00:00,352.64,47.41,347.78,46.76
2021-07-14T16:00:00,2021-07-14T18:00:00,345.2,46.41,352.09,47.34
2021-07-14T17:00:00,2021-07-14T19:00:00,366.77,49.31,350.68,47.15
2021-07-14T18:00:00,2021-07-14T20:00:00,368.56,49.55,349.34,46.97
2021-07-14T19:00:00,2021-07-14T21:00:00,363.8,48.91,348.22,46.82
2021-07-14T20:00:00,2021-07-14T22:00:00,374.73,50.38,347.85,46.77
2021-07-14T21:00:00,2021-07-14T23:00:00,303.33,40.78,354.47,47.66
2021-07-14T22:00:00,2021-07-15T00:00:00,333.97,44.9,363.87,48.92
2021-07-14T23:00:00,2021-07-15T01:00:00,329.43,44.29,364.61,49.02
2021-07-15T00:00:00,2021-07-15T02:00:00,328.98,44.23,359.26,48.3
2021-07-15T01:00:00,2021-07-15T03:00:00,325.56,43.77,357.54,48.07
2021-07-15T02:00:00,2021-07-15T04:00:00,330.25,44.4,355.46,47.79
2021-07-15T03:00:00,2021-07-15T05:00:00,363.57,48.88,362.83,48.78
2021-07-15T04:00:00,2021-07-15T06:00:00,351.37,47.24,355.16,47.75
2021-07-15T05:00:00,2021-07-15T07:00:00,409.02,54.99,356.35,47.91
2021-07-15T06:00:00,2021-07-15T08:00:00,356.21,47.89,351.89,47.31
2021-07-15T07:00:00,2021-07-15T09:00:00,350.48,47.12,347.65,46.74
2021-07-15T08:00:00,2021-07-15T10:00:00,350.92,47.18,348.1,46.8
2021-07-15T09:00:00,2021-07-15T11:00:00,346.16,46.54,348.25,46.82
2021-07-15T10:00:00,2021-07-15T12:00:00,345.87,46.5,357.77,48.1
2021-07-15T11:00:00,2021-07-15T13:00:00,355.16,47.75,347.58,46.73
2021-07-15T12:00:00,2021-07-15T14:00:00,353.23,47.49,347.5,46.72
2021-07-15T13:00:00,2021-07-15T15:00:00,353.75,47.56,353.75,47.56
2021-07-15T14:00:00,2021-07-15T16:00:00,353.08,47.47,360,48.4
2021-07-15T15:00:00,2021-07-15T17:00:00,353.45,47.52,359.26,48.3
2021-07-15T16:00:00,2021-07-15T18:00:00,355.54,47.8,352.19,47.35
2021-07-15T17:00:00,2021-07-15T19:00:00,373.31,50.19,367.36,49.39
2021-07-15T18:00:00,2021-07-15T20:00:00,372.72,50.11,362.23,48.7
2021-07-15T19:00:00,2021-07-15T21:00:00,319.76,42.99,362.01,48.67
2021-07-15T20:00:00,2021-07-15T22:00:00,311.28,41.85,361.41,48.59
2021-07-15T21:00:00,2021-07-15T23:00:00,324.97,43.69,361.56,48.61
2021-07-15T22:00:00,2021-07-16T00:00:00,348.15,46.81,374.86,50.4
2021-07-15T23:00:00,2021-07-16T01:00:00,357.08,48.01,379.69,51.05
2021-07-16T00:00:00,2021-07-16T02:00:00,356.78,47.97,362.29,48.71
2021-07-16T01:00:00,2021-07-16T03:00:00,358.42,48.19,358.57,48.21
2021-07-16T02:00:00,2021-07-16T04:00:00,323.02,43.43,355.37,47.78
2021-07-16T03:00:00,2021-07-16T05:00:00,361.69,48.63,372.48,50.08
2021-07-16T04:00:00,2021-07-16T06:00:00,394.42,53.03,349.27,46.96
2021-07-16T05:00:00,2021-07-16T07:00:00,355.29,47.77,349.12,46.94
2021-07-16T06:00:00,2021-07-16T08:00:00,335.96,45.17,348.38,46.84
2021-07-16T07:00:00,2021-07-16T09:00:00,319.89,43.01,358.94,48.26
2021-07-16T08:00:00,2021-07-16T10:00:00,350.39,47.11,373.59,50.23
2021-07-16T09:00:00,2021-07-16T11:00:00,346.52,46.59,403.79,54.29
2021-07-16T10:00:00,2021-07-16T12:00:00,331.57,44.58,405.8,54.56
2021-07-16T11:00:00,2021-07-16T13:00:00,347.11,46.67,405.27,54.49
2021-07-16T12:00:00,2021-07-16T14:00:00,295.5,39.73,369.28,49.65
2021-07-16T13:00:00,2021-07-16T15:00:00,299.44,40.26,355.44,47.79
2021-07-16T14:00:00,2021-07-16T16:00:00,293.49,39.46,355.07,47.74
2021-07-16T15:00:00,2021-07-16T17:00:00,290.22,39.02,353.96,47.59
2021-07-16T16:00:00,2021-07-16T18:00:00,319.97,43.02,369.43,49.67
2021-07-16T17:00:00,2021-07-16T19:00:00,321.16,43.18,377.46,50.75
2021-07-16T18:00:00,2021-07-16T20:00:00,326.66,43.92,377.68,50.78
2021-07-16T19:00:00,2021-07-16T21:00:00,326.88,43.95,367.49,49.41
2021-07-16T20:00:00,2021-07-16T22:00:00,315.06,42.36,357.75,48.1
2021-07-16T21:00:00,2021-07-16T23:00:00,323.16,43.45,349.05,46.93
2021-07-16T22:00:00,2021-07-17T00:00:00,398.07,53.52,410.19,55.15
2021-07-16T23:00:00,2021-07-17T01:00:00,395.39,53.16,411.38,55.31
2021-07-17T00:00:00,2021-07-17T02:00:00,397.4,53.43,410.27,55.16
2021-07-17T01:00:00,2021-07-17T03:00:00,403.2,54.21,371.74,49.98
2021-07-17T02:00:00,2021-07-17T04:00:00,400.75,53.88,365.2,49.1
2021-07-17T03:00:00,2021-07-17T05:00:00,428.64,57.63,374.87,50.4
2021-07-17T04:00:00,2021-07-17T06:00:00,420.16,56.49,365.05,49.08
2021-07-17T05:00:00,2021-07-17T07:00:00,425.67,57.23,364.75,49.04
2021-07-17T06:00:00,2021-07-17T08:00:00,353.07,47.47,363.49,48.87
2021-07-17T07:00:00,2021-07-17T09:00:00,343.03,46.12,366.16,49.23
2021-07-17T08:00:00,2021-07-17T10:00:00,343.11,46.13,358.73,48.23
2021-07-17T09:00:00,2021-07-17T11:00:00,354.49,47.66,352.25,47.36
2021-07-17T10:00:00,2021-07-17T12:00:00,337.82,45.42,352.18,47.35
2021-07-17T11:00:00,2021-07-17T13:00:00,385.13,51.78,358.87,48.25
2021-07-17T12:00:00,2021-07-17T14:00:00,358.13,48.15,359.02,48.27
2021-07-17T13:00:00,2021-07-17T15:00:00,354.63,47.68,363.04,48.81
2021-07-17T14:00:00,2021-07-17T16:00:00,329.05,44.24,352.85,47.44
2021-07-17T15:00:00,2021-07-17T17:00:00,364.01,48.94,352.92,47.45
2021-07-17T16:00:00,2021-07-17T18:00:00,358.87,48.25,359.32,48.31
2021-07-17T17:00:00,2021-07-17T19:00:00,370.1,49.76,364.53,49.01
2021-07-17T18:00:00,2021-07-17T20:00:00,358.35,48.18,364.38,48.99
2021-07-17T19:00:00,2021-07-17T21:00:00,360.66,48.49,370.7,49.84
2021-07-17T20:00:00,2021-07-17T22:00:00,363.49,48.87,401.27,53.95
2021-07-17T21:00:00,2021-07-17T23:00:00,364.45,49,425.52,57.21
2021-07-17T22:00:00,2021-07-18T00:00:00,540.82,72.71,594.1,79.88
2021-07-17T23:00:00,2021-07-18T01:00:00,527.36,70.9,567.03,76.24
2021-07-18T00:00:00,2021-07-18T02:00:00,527.14,70.87,542.78,72.98
2021-07-18T01:00:00,2021-07-18T03:00:00,497.09,66.83,415.3,55.84
2021-07-18T02:00:00,2021-07-18T04:00:00,495.23,66.58,417.16,56.09
2021-07-18T03:00:00,2021-07-18T05:00:00,494.93,66.54,441.56,59.37
2021-07-18T04:00:00,2021-07-18T06:00:00,497.61,66.9,458.07,61.59
2021-07-18T05:00:00,2021-07-18T07:00:00,1094,147.08,436.28,58.66
2021-07-18T06:00:00,2021-07-18T08:00:00,1092.95,146.94,439.4,59.08
2021-07-18T07:00:00,2021-07-18T09:00:00,1090.57,146.62,415.6,55.88
2021-07-18T08:00:00,2021-07-18T10:00:00,497.16,66.84,443.86,59.68
2021-07-18T09:00:00,2021-07-18T11:00:00,497.16,66.84,452.42,60.83
2021-07-18T10:00:00,2021-07-18T12:00:00,486.15,65.36,493.84,66.4
2021-07-18T11:00:00,2021-07-18T13:00:00,471.58,63.4,445.5,59.9
2021-07-18T12:00:00,2021-07-18T14:00:00,472.91,63.58,439.7,59.12
2021-07-18T13:00:00,2021-07-18T15:00:00,475.15,63.88,424.82,57.12
2021-07-18T14:00:00,2021-07-18T16:00:00,480.58,64.61,414.49,55.73
2021-07-18T15:00:00,2021-07-18T17:00:00,493.29,66.32,420.81,56.58
2021-07-18T16:00:00,2021-07-18T18:00:00,505.05,67.9,431.15,57.97
2021-07-18T17:00:00,2021-07-18T19:00:00,475.59,63.94,430.55,57.89
2021-07-18T18:00:00,2021-07-18T20:00:00,481.54,64.74,409.13,55.01
2021-07-18T19:00:00,2021-07-18T21:00:00,479.39,64.45,503.29,67.67
2021-07-18T20:00:00,2021-07-18T22:00:00,520,69.91,523.59,70.4
2021-07-18T21:00:00,2021-07-18T23:00:00,519.11,69.79,538.02,72.34
2021-07-18T22:00:00,2021-07-19T00:00:00,477.56,64.21,481.1,64.68
2021-07-18T23:00:00,2021-07-19T01:00:00,469.52,63.13,468.9,63.04
2021-07-19T00:00:00,2021-07-19T02:00:00,467.37,62.84,462.5,62.18
2021-07-19T01:00:00,2021-07-19T03:00:00,468.18,62.95,460.12,61.86
2021-07-19T02:00:00,2021-07-19T04:00:00,467.37,62.84,450.67,60.59
2021-07-19T03:00:00,2021-07-19T05:00:00,480.98,64.67,446.14,59.98
2021-07-19T04:00:00,2021-07-19T06:00:00,488.34,65.66,462.58,62.19
2021-07-19T05:00:00,2021-07-19T07:00:00,462.09,62.13,434.01,58.35
2021-07-19T06:00:00,2021-07-19T08:00:00,381.32,51.27,439.44,59.08
2021-07-19T07:00:00,2021-07-19T09:00:00,377.89,50.81,444.2,59.72
2021-07-19T08:00:00,2021-07-19T10:00:00,378.64,50.91,437.36,58.8
2021-07-19T09:00:00,2021-07-19T11:00:00,402.44,54.11,436.69,58.71
2021-07-19T10:00:00,2021-07-19T12:00:00,371.72,49.98,431.63,58.03
2021-07-19T11:00:00,2021-07-19T13:00:00,385.03,51.77,440.41,59.21
2021-07-19T12:00:00,2021-07-19T14:00:00,369.64,49.7,438.4,58.94
2021-07-19T13:00:00,2021-07-19T15:00:00,372.17,50.04,444.43,59.75
2021-07-19T14:00:00,2021-07-19T16:00:00,355.43,47.79,418.99,56.33
2021-07-19T15:00:00,2021-07-19T17:00:00,372.84,50.13,437.88,58.87
2021-07-19T16:00:00,2021-07-19T18:00:00,378.34,50.87,429.77,57.78
2021-07-19T17:00:00,2021-07-19T19:00:00,350.6,47.14,414.67,55.75
2021-07-19T18:00:00,2021-07-19T20:00:00,350.75,47.16,411.25,55.29
2021-07-19T19:00:00,2021-07-19T21:00:00,370.01,49.75,421.59,56.68
2021-07-19T20:00:00,2021-07-19T22:00:00,372.39,50.07,457.59,61.52
2021-07-19T21:00:00,2021-07-19T23:00:00,403.85,54.3,464.81,62.49
2021-07-19T22:00:00,2021-07-20T00:00:00,384.61,51.71,428.27,57.58
2021-07-19T23:00:00,2021-07-20T01:00:00,378.73,50.92,426.48,57.34
2021-07-20T00:00:00,2021-07-20T02:00:00,378.36,50.87,426.19,57.3
2021-07-20T01:00:00,2021-07-20T03:00:00,378.51,50.89,423.36,56.92
2021-07-20T02:00:00,2021-07-20T04:00:00,375.46,50.48,384.53,51.7
2021-07-20T03:00:00,2021-07-20T05:00:00,375.83,50.53,398.07,53.52
2021-07-20T04:00:00,2021-07-20T06:00:00,375.91,50.54,370.77,49.85
2021-07-20T05:00:00,2021-07-20T07:00:00,348.46,46.85,373.53,50.22
2021-07-20T06:00:00,2021-07-20T08:00:00,325.55,43.77,363.63,48.89
2021-07-20T07:00:00,2021-07-20T09:00:00,323.25,43.46,358.87,48.25
2021-07-20T08:00:00,2021-07-20T10:00:00,324.29,43.6,355.75,47.83
2021-07-20T09:00:00,2021-07-20T11:00:00,329.49,44.3,370.85,49.86
2021-07-20T10:00:00,2021-07-20T12:00:00,337.45,45.37,370.77,49.85
2021-07-20T11:00:00,2021-07-20T13:00:00,329.05,44.24,367.72,49.44
2021-07-20T12:00:00,2021-07-20T14:00:00,330.39,44.42,359.84,48.38
2021-07-20T13:00:00,2021-07-20T15:00:00,326.3,43.87,360.44,48.46
2021-07-20T14:00:00,2021-07-20T16:00:00,325.92,43.82,375.68,50.51
2021-07-20T15:00:00,2021-07-20T17:00:00,327.04,43.97,374.57,50.36
2021-07-20T16:00:00,2021-07-20T18:00:00,322.28,43.33,373.9,50.27
2021-07-20T17:00:00,2021-07-20T19:00:00,320.72,43.12,373.97,50.28
2021-07-20T18:00:00,2021-07-20T20:00:00,320.27,43.06,372.11,50.03
2021-07-20T19:00:00,2021-07-20T21:00:00,329.64,44.32,372.19,50.04
2021-07-20T20:00:00,2021-07-20T22:00:00,359.02,48.27,362.3,48.71
2021-07-20T21:00:00,2021-07-20T23:00:00,404.91,54.44,362.96,48.8
2021-07-20T22:00:00,2021-07-21T00:00:00,377.64,50.77,420.6,56.55
2021-07-20T23:00:00,2021-07-21T01:00:00,372.96,50.14,432.28,58.12
2021-07-21T00:00:00,2021-07-21T02:00:00,376.82,50.66,407.36,54.77
2021-07-21T01:00:00,2021-07-21T03:00:00,377.35,50.73,403.72,54.28
2021-07-21T02:00:00,2021-07-21T04:00:00,370.58,49.82,395.09,53.12
2021-07-21T03:00:00,2021-07-21T05:00:00,359.87,48.38,390.63,52.52
2021-07-21T04:00:00,2021-07-21T06:00:00,353.32,47.5,381.85,51.34
2021-07-21T05:00:00,2021-07-21T07:00:00,338.15,45.46,384.08,51.64
2021-07-21T06:00:00,2021-07-21T08:00:00,318.73,42.85,340.72,45.81
2021-07-21T07:00:00,2021-07-21T09:00:00,324.68,43.65,344.37,46.3
2021-07-21T08:00:00,2021-07-21T10:00:00,326.1,43.84,343.32,46.16
2021-07-21T09:00:00,2021-07-21T11:00:00,332.05,44.64,354.7,47.69
2021-07-21T10:00:00,2021-07-21T12:00:00,340.97,45.84,354.33,47.64
2021-07-21T11:00:00,2021-07-21T13:00:00,325.05,43.7,355,47.73
2021-07-21T12:00:00,2021-07-21T14:00:00,322.67,43.38,356.64,47.95
2021-07-21T13:00:00,2021-07-21T15:00:00,320.89,43.14,358.05,48.14
2021-07-21T14:00:00,2021-07-21T16:00:00,321.26,43.19,366.16,49.23
2021-07-21T15:00:00,2021-07-21T17:00:00,320.37,43.07,365.41,49.13
2021-07-21T16:00:00,2021-07-21T18:00:00,359.57,48.34,368.69,49.57
2021-07-21T17:00:00,2021-07-21T19:00:00,322.45,43.35,356.49,47.93
2021-07-21T18:00:00,2021-07-21T20:00:00,322.6,43.37,354.11,47.61
2021-07-21T19:00:00,2021-07-21T21:00:00,326.1,43.84,357.16,48.02
2021-07-21T20:00:00,2021-07-21T22:00:00,339.26,45.61,378.21,50.85
2021-07-21T21:00:00,2021-07-21T23:00:00,382.48,51.42,378.28,50.86
2021-07-21T22:00:00,2021-07-22T00:00:00,375.48,50.48,396.97,53.37
2021-07-21T23:00:00,2021-07-22T01:00:00,368.04,49.48,399.05,53.65
2021-07-22T00:00:00,2021-07-22T02:00:00,369.15,49.63,395.04,53.11
2021-07-22T01:00:00,2021-07-22T03:00:00,368.04,49.48,358.52,48.2
2021-07-22T02:00:00,2021-07-22T04:00:00,369.52,49.68,349.14,46.94
2021-07-22T03:00:00,2021-07-22T05:00:00,378.52,50.89,355.09,47.74
2021-07-22T04:00:00,2021-07-22T06:00:00,378.38,50.87,358.37,48.18
2021-07-22T05:00:00,2021-07-22T07:00:00,324.52,43.63,362.9,48.79
2021-07-22T06:00:00,2021-07-22T08:00:00,278.48,37.44,325.79,43.8
2021-07-22T07:00:00,2021-07-22T09:00:00,264.13,35.51,316.71,42.58
2021-07-22T08:00:00,2021-07-22T10:00:00,300.28,40.37,306.08,41.15
2021-07-22T09:00:00,2021-07-22T11:00:00,292.39,39.31,325.19,43.72
2021-07-22T10:00:00,2021-07-22T12:00:00,292.09,39.27,315.75,42.45
2021-07-22T11:00:00,2021-07-22T13:00:00,271.19,36.46,326.09,43.84
2021-07-22T12:00:00,2021-07-22T14:00:00,270.23,36.33,326.09,43.84
2021-07-22T13:00:00,2021-07-22T15:00:00,268.96,36.16,324.9,43.68
2021-07-22T14:00:00,2021-07-22T16:00:00,257.8,34.66,325.42,43.75
2021-07-22T15:00:00,2021-07-22T17:00:00,258.85,34.8,324.9,43.68
2021-07-22T16:00:00,2021-07-22T18:00:00,275.8,37.08,332.41,44.69
2021-07-22T17:00:00,2021-07-22T19:00:00,300.57,40.41,338.36,45.49
2021-07-22T18:00:00,2021-07-22T20:00:00,300.28,40.37,338.81,45.55
2021-07-22T19:00:00,2021-07-22T21:00:00,299.76,40.3,361.57,48.61
2021-07-22T20:00:00,2021-07-22T22:00:00,329.88,44.35,360.52,48.47
2021-07-22T21:00:00,2021-07-22T23:00:00,356.58,47.94,383.88,51.61
2021-07-22T22:00:00,2021-07-23T00:00:00,374.31,50.32,384.27,51.66
2021-07-22T23:00:00,2021-07-23T01:00:00,354.52,47.66,379.88,51.07
2021-07-23T00:00:00,2021-07-23T02:00:00,356.53,47.93,372.89,50.13
2021-07-23T01:00:00,2021-07-23T03:00:00,355.11,47.74,342.39,46.03
2021-07-23T02:00:00,2021-07-23T04:00:00,350.87,47.17,329.3,44.27
2021-07-23T03:00:00,2021-07-23T05:00:00,369.47,49.67,350.65,47.14
2021-07-23T04:00:00,2021-07-23T06:00:00,357.35,48.04,314.35,42.26
2021-07-23T05:00:00,2021-07-23T07:00:00,311.15,41.83,329.08,44.24
2021-07-23T06:00:00,2021-07-23T08:00:00,248.67,33.43,291.74,39.22
2021-07-23T07:00:00,2021-07-23T09:00:00,246.66,33.16,302.52,40.67
2021-07-23T08:00:00,2021-07-23T10:00:00,246.74,33.17,302.82,40.71
2021-07-23T09:00:00,2021-07-23T11:00:00,272.55,36.64,285.86,38.43
2021-07-23T10:00:00,2021-07-23T12:00:00,253.73,34.11,302.97,40.73
2021-07-23T11:00:00,2021-07-23T13:00:00,240.26,32.3,301.18,40.49
2021-07-23T12:00:00,2021-07-23T14:00:00,240.26,32.3,301.11,40.48
2021-07-23T13:00:00,2021-07-23T15:00:00,250.16,33.63,291.59,39.2
2021-07-23T14:00:00,2021-07-23T16:00:00,243.54,32.74,301.26,40.5
2021-07-23T15:00:00,2021-07-23T17:00:00,243.46,32.73,300.66,40.42
2021-07-23T16:00:00,2021-07-23T18:00:00,278.42,37.43,312.86,42.06
2021-07-23T17:00:00,2021-07-23T19:00:00,293.67,39.48,322.31,43.33
2021-07-23T18:00:00,2021-07-23T20:00:00,295.31,39.7,327,43.96
2021-07-23T19:00:00,2021-07-23T21:00:00,298.66,40.15,332.2,44.66
2021-07-23T20:00:00,2021-07-23T22:00:00,308.18,41.43,318.67,42.84
2021-07-23T21:00:00,2021-07-23T23:00:00,334.51,44.97,318.52,42.82
2021-07-23T22:00:00,2021-07-24T00:00:00,359.41,48.32,380.78,51.19
2021-07-23T23:00:00,2021-07-24T01:00:00,347.74,46.75,369.1,49.62
2021-07-24T00:00:00,2021-07-24T02:00:00,349.82,47.03,366.87,49.32
2021-07-24T01:00:00,2021-07-24T03:00:00,347.66,46.74,325.58,43.77
2021-07-24T02:00:00,2021-07-24T04:00:00,344.46,46.31,319.71,42.98
2021-07-24T03:00:00,2021-07-24T05:00:00,364.99,49.07,320.15,43.04
2021-07-24T04:00:00,2021-07-24T06:00:00,360.83,48.51,304.98,41
2021-07-24T05:00:00,2021-07-24T07:00:00,352.5,47.39,300.44,40.39
2021-07-24T06:00:00,2021-07-24T08:00:00,264.87,35.61,293.9,39.51
