HourUTC,HourDK,FCR_N_PriceDKK,FCR_N_PriceEUR,FCR_D_UpPriceDKK,FCR_D_UpPriceEUR
2020-12-31T00:00:00,2020-12-31T01:00:00,142.25,19.12,122.6,16.48
2020-12-31T01:00:00,2020-12-31T02:00:00,142.39,19.14,120.82,16.24
2020-12-31T02:00:00,2020-12-31T03:00:00,141.87,19.07,120.67,16.22
2020-12-31T03:00:00,2020-12-31T04:00:00,136.44,18.34,118.66,15.95
2020-12-31T04:00:00,2020-12-31T05:00:00,136,18.28,120.67,16.22
2020-12-31T05:00:00,2020-12-31T06:00:00,134.58,18.09,120.82,16.24
2020-12-31T06:00:00,2020-12-31T07:00:00,133.54,17.95,121.34,16.31
2020-12-31T07:00:00,2020-12-31T08:00:00,133.76,17.98,122.38,16.45
2020-12-31T08:00:00,2020-12-31T09:00:00,136.14,18.3,122.38,16.45
2020-12-31T09:00:00,2020-12-31T10:00:00,136.89,18.4,127.51,17.14
2020-12-31T10:00:00,2020-12-31T11:00:00,135.77,18.25,127.96,17.2
2020-12-31T11:00:00,2020-12-31T12:00:00,135.48,18.21,127.44,17.13
2020-12-31T12:00:00,2020-12-31T13:00:00,132.95,17.87,124.46,16.73
2020-12-31T13:00:00,2020-12-31T14:00:00,135.33,18.19,128.33,17.25
2020-12-31T14:00:00,2020-12-31T15:00:00,137.11,18.43,132.87,17.86
2020-12-31T15:00:00,2020-12-31T16:00:00,139.72,18.78,155.26,20.87
2020-12-31T16:00:00,2020-12-31T17:00:00,141.2,18.98,157.5,21.17
2020-12-31T17:00:00,2020-12-31T18:00:00,137.34,18.46,171.71,23.08
2020-12-31T18:00:00,2020-12-31T19:00:00,132.5,17.81,170.37,22.9
2020-12-31T19:00:00,2020-12-31T20:00:00,136.67,18.37,163.82,22.02
2020-12-31T20:00:00,2020-12-31T21:00:00,135.85,18.26,125.73,16.9
2020-12-31T21:00:00,2020-12-31T22:00:00,136.96,18.41,127.74,17.17
2020-12-31T22:00:00,2020-12-31T23:00:00,140.01,18.82,126.77,17.04
2020-12-31T23:00:00,2021-01-01T00:00:00,147.63,19.84,116.67,15.68
2021-01-01T00:00:00,2021-01-01T01:00:00,146.59,19.7,117.57,15.8
2021-01-01T01:00:00,2021-01-01T02:00:00,146.29,19.66,117.57,15.8
2021-01-01T02:00:00,2021-01-01T03:00:00,145.84,19.6,117.42,15.78
2021-01-01T03:00:00,2021-01-01T04:00:00,145.92,19.61,118.16,15.88
2021-01-01T04:00:00,2021-01-01T05:00:00,145.84,19.6,119.35,16.04
2021-01-01T05:00:00,2021-01-01T06:00:00,143.91,19.34,119.5,16.06
2021-01-01T06:00:00,2021-01-01T07:00:00,140.19,18.84,118.61,15.94
2021-01-01T07:00:00,2021-01-01T08:00:00,140.04,18.82,120.25,16.16
2021-01-01T08:00:00,2021-01-01T09:00:00,142.87,19.2,119.73,16.09
2021-01-01T09:00:00,2021-01-01T10:00:00,144.58,19.43,122.4,16.45
2021-01-01T10:00:00,2021-01-01T11:00:00,143.02,19.22,123.52,16.6
2021-01-01T11:00:00,2021-01-01T12:00:00,143.09,19.23,118.83,15.97
2021-01-01T12:00:00,2021-01-01T13:00:00,138.7,18.64,144.21,19.38
2021-01-01T13:00:00,2021-01-01T14:00:00,139.37,18.73,148.22,19.92
2021-01-01T14:00:00,2021-01-01T15:00:00,150.38,20.21,156.93,21.09
2021-01-01T15:00:00,2021-01-01T16:00:00,150.83,20.27,157.45,21.16
2021-01-01T16:00:00,2021-01-01T17:00:00,151.95,20.42,194.95,26.2
2021-01-01T17:00:00,2021-01-01T18:00:00,150.98,20.29,189.08,25.41
2021-01-01T18:00:00,2021-01-01T19:00:00,145.92,19.61,188.41,25.32
2021-01-01T19:00:00,2021-01-01T20:00:00,143.83,19.33,151.95,20.42
2021-01-01T20:00:00,2021-01-01T21:00:00,150.16,20.18,149.56,20.1
2021-01-01T21:00:00,2021-01-01T22:00:00,145.55,19.56,148.15,19.91
2021-01-01T22:00:00,2021-01-01T23:00:00,146.66,19.71,147.85,19.87
2021-01-01T23:00:00,2021-01-02T00:00:00,146.96,19.75,125.98,16.93
2021-01-02T00:00:00,2021-01-02T01:00:00,146.81,19.73,125.6,16.88
2021-01-02T01:00:00,2021-01-02T02:00:00,145.55,19.56,126.27,16.97
2021-01-02T02:00:00,2021-01-02T03:00:00,145.62,19.57,125.98,16.93
2021-01-02T03:00:00,2021-01-02T04:00:00,145.62,19.57,123.07,16.54
2021-01-02T04:00:00,2021-01-02T05:00:00,144.8,19.46,122.93,16.52
2021-01-02T05:00:00,2021-01-02T06:00:00,141.01,18.95,124.79,16.77
2021-01-02T06:00:00,2021-01-02T07:00:00,140.34,18.86,129.1,17.35
2021-01-02T07:00:00,2021-01-02T08:00:00,146.29,19.66,134.16,18.03
2021-01-02T08:00:00,2021-01-02T09:00:00,145.77,19.59,129.62,17.42
2021-01-02T09:00:00,2021-01-02T10:00:00,146.07,19.63,156.71,21.06
2021-01-02T10:00:00,2021-01-02T11:00:00,145.62,19.57,150.68,20.25
2021-01-02T11:00:00,2021-01-02T12:00:00,145.92,19.61,150.68,20.25
2021-01-02T12:00:00,2021-01-02T13:00:00,146.14,19.64,177.17,23.81
2021-01-02T13:00:00,2021-01-02T14:00:00,146.07,19.63,178.66,24.01
2021-01-02T14:00:00,2021-01-02T15:00:00,146.44,19.68,202.62,27.23
2021-01-02T15:00:00,2021-01-02T16:00:00,148.3,19.93,276.88,37.21
2021-01-02T16:00:00,2021-01-02T17:00:00,148.75,19.99,286.85,38.55
2021-01-02T17:00:00,2021-01-02T18:00:00,148.6,19.97,291.09,39.12
2021-01-02T18:00:00,2021-01-02T19:00:00,146.44,19.68,258.05,34.68
2021-01-02T19:00:00,2021-01-02T20:00:00,146.29,19.66,233.72,31.41
2021-01-02T20:00:00,2021-01-02T21:00:00,146.14,19.64,192.72,25.9
2021-01-02T21:00:00,2021-01-02T22:00:00,146.29,19.66,173.67,23.34
2021-01-02T22:00:00,2021-01-02T23:00:00,143.76,19.32,170.7,22.94
2021-01-02T23:00:00,2021-01-03T00:00:00,146.36,19.67,126.35,16.98
2021-01-03T00:00:00,2021-01-03T01:00:00,143.83,19.33,137.51,18.48
2021-01-03T01:00:00,2021-01-03T02:00:00,143.98,19.35,137.66,18.5
2021-01-03T02:00:00,2021-01-03T03:00:00,143.76,19.32,133.86,17.99
2021-01-03T03:00:00,2021-01-03T04:00:00,143.98,19.35,133.05,17.88
2021-01-03T04:00:00,2021-01-03T05:00:00,143.69,19.31,131.18,17.63
2021-01-03T05:00:00,2021-01-03T06:00:00,142.05,19.09,120.47,16.19
2021-01-03T06:00:00,2021-01-03T07:00:00,140.19,18.84,127.54,17.14
2021-01-03T07:00:00,2021-01-03T08:00:00,139.67,18.77,131.04,17.61
2021-01-03T08:00:00,2021-01-03T09:00:00,140.78,18.92,133.94,18
2021-01-03T09:00:00,2021-01-03T10:00:00,141.9,19.07,131.04,17.61
2021-01-03T10:00:00,2021-01-03T11:00:00,141.97,19.08,130.81,17.58
2021-01-03T11:00:00,2021-01-03T12:00:00,139.37,18.73,130.81,17.58
2021-01-03T12:00:00,2021-01-03T13:00:00,139.44,18.74,129.32,17.38
2021-01-03T13:00:00,2021-01-03T14:00:00,141.45,19.01,129.77,17.44
2021-01-03T14:00:00,2021-01-03T15:00:00,142.12,19.1,168.91,22.7
2021-01-03T15:00:00,2021-01-03T16:00:00,141.38,19,184.16,24.75
2021-01-03T16:00:00,2021-01-03T17:00:00,148.52,19.96,189.89,25.52
2021-01-03T17:00:00,2021-01-03T18:00:00,141.83,19.06,189.82,25.51
2021-01-03T18:00:00,2021-01-03T19:00:00,139.74,18.78,189.15,25.42
2021-01-03T19:00:00,2021-01-03T20:00:00,139.44,18.74,183.05,24.6
2021-01-03T20:00:00,2021-01-03T21:00:00,137.14,18.43,137.06,18.42
2021-01-03T21:00:00,2021-01-03T22:00:00,138.7,18.64,134.98,18.14
2021-01-03T22:00:00,2021-01-03T23:00:00,139.37,18.73,125.16,16.82
2021-01-03T23:00:00,2021-01-04T00:00:00,147.41,19.81,120.25,16.16
2021-01-04T00:00:00,2021-01-04T01:00:00,144.88,19.47,118.76,15.96
2021-01-04T01:00:00,2021-01-04T02:00:00,143.91,19.34,117.79,15.83
2021-01-04T02:00:00,2021-01-04T03:00:00,143.98,19.35,116.6,15.67
2021-01-04T03:00:00,2021-01-04T04:00:00,142.79,19.19,119.28,16.03
2021-01-04T04:00:00,2021-01-04T05:00:00,145.1,19.5,119.65,16.08
2021-01-04T05:00:00,2021-01-04T06:00:00,147.41,19.81,138.11,18.56
2021-01-04T06:00:00,2021-01-04T07:00:00,146.22,19.65,135.35,18.19
2021-01-04T07:00:00,2021-01-04T08:00:00,147.63,19.84,136.91,18.4
2021-01-04T08:00:00,2021-01-04T09:00:00,151.28,20.33,140.41,18.87
2021-01-04T09:00:00,2021-01-04T10:00:00,176.05,23.66,138.48,18.61
2021-01-04T10:00:00,2021-01-04T11:00:00,162.29,21.81,137.51,18.48
2021-01-04T11:00:00,2021-01-04T12:00:00,160.8,21.61,142.79,19.19
2021-01-04T12:00:00,2021-01-04T13:00:00,176.13,23.67,127.61,17.15
2021-01-04T13:00:00,2021-01-04T14:00:00,176.5,23.72,129.99,17.47
2021-01-04T14:00:00,2021-01-04T15:00:00,165.34,22.22,151.5,20.36
2021-01-04T15:00:00,2021-01-04T16:00:00,163.4,21.96,158.87,21.35
2021-01-04T16:00:00,2021-01-04T17:00:00,164.74,22.14,272.79,36.66
2021-01-04T17:00:00,2021-01-04T18:00:00,163.63,21.99,274.28,36.86
2021-01-04T18:00:00,2021-01-04T19:00:00,164.97,22.17,264.83,35.59
2021-01-04T19:00:00,2021-01-04T20:00:00,165.93,22.3,148.37,19.94
2021-01-04T20:00:00,2021-01-04T21:00:00,172.93,23.24,130.59,17.55
2021-01-04T21:00:00,2021-01-04T22:00:00,148.37,19.94,126.65,17.02
2021-01-04T22:00:00,2021-01-04T23:00:00,145.17,19.51,130.74,17.57
2021-01-04T23:00:00,2021-01-05T00:00:00,146.08,19.64,127.41,17.13
2021-01-05T00:00:00,2021-01-05T01:00:00,146.97,19.76,120.72,16.23
2021-01-05T01:00:00,2021-01-05T02:00:00,147.35,19.81,117.89,15.85
2021-01-05T02:00:00,2021-01-05T03:00:00,146.9,19.75,118.19,15.89
2021-01-05T03:00:00,2021-01-05T04:00:00,146.83,19.74,127.19,17.1
2021-01-05T04:00:00,2021-01-05T05:00:00,146.01,19.63,129.12,17.36
2021-01-05T05:00:00,2021-01-05T06:00:00,162.37,21.83,166.83,22.43
2021-01-05T06:00:00,2021-01-05T07:00:00,165.79,22.29,172.12,23.14
2021-01-05T07:00:00,2021-01-05T08:00:00,187.07,25.15,172.34,23.17
2021-01-05T08:00:00,2021-01-05T09:00:00,170.18,22.88,163.04,21.92
2021-01-05T09:00:00,2021-01-05T10:00:00,171,22.99,165.72,22.28
2021-01-05T10:00:00,2021-01-05T11:00:00,167.28,22.49,165.87,22.3
2021-01-05T11:00:00,2021-01-05T12:00:00,170.85,22.97,149.95,20.16
2021-01-05T12:00:00,2021-01-05T13:00:00,175.02,23.53,158.5,21.31
2021-01-05T13:00:00,2021-01-05T14:00:00,175.09,23.54,159.92,21.5
2021-01-05T14:00:00,2021-01-05T15:00:00,163.41,21.97,205.66,27.65
2021-01-05T15:00:00,2021-01-05T16:00:00,160.74,21.61,206.85,27.81
2021-01-05T16:00:00,2021-01-05T17:00:00,161.7,21.74,206.55,27.77
2021-01-05T17:00:00,2021-01-05T18:00:00,163.78,22.02,206.18,27.72
2021-01-05T18:00:00,2021-01-05T19:00:00,162.15,21.8,205.88,27.68
2021-01-05T19:00:00,2021-01-05T20:00:00,165.42,22.24,180.37,24.25
2021-01-05T20:00:00,2021-01-05T21:00:00,145.41,19.55,152.93,20.56
2021-01-05T21:00:00,2021-01-05T22:00:00,144.89,19.48,147.64,19.85
2021-01-05T22:00:00,2021-01-05T23:00:00,144.52,19.43,147.72,19.86
2021-01-05T23:00:00,2021-01-06T00:00:00,147.42,19.82,125.18,16.83
2021-01-06T00:00:00,2021-01-06T01:00:00,146.9,19.75,123.55,16.61
2021-01-06T01:00:00,2021-01-06T02:00:00,146.45,19.69,126.22,16.97
2021-01-06T02:00:00,2021-01-06T03:00:00,146.45,19.69,123.84,16.65
2021-01-06T03:00:00,2021-01-06T04:00:00,147.72,19.86,132.02,17.75
2021-01-06T04:00:00,2021-01-06T05:00:00,147.2,19.79,132.77,17.85
2021-01-06T05:00:00,2021-01-06T06:00:00,150.62,20.25,165.2,22.21
2021-01-06T06:00:00,2021-01-06T07:00:00,152.18,20.46,165.79,22.29
2021-01-06T07:00:00,2021-01-06T08:00:00,162.74,21.88,170.03,22.86
2021-01-06T08:00:00,2021-01-06T09:00:00,167.95,22.58,170.33,22.9
2021-01-06T09:00:00,2021-01-06T10:00:00,169.14,22.74,160.66,21.6
2021-01-06T10:00:00,2021-01-06T11:00:00,171.22,23.02,160.81,21.62
2021-01-06T11:00:00,2021-01-06T12:00:00,172.93,23.25,160.96,21.64
2021-01-06T12:00:00,2021-01-06T13:00:00,176.5,23.73,167.58,22.53
2021-01-06T13:00:00,2021-01-06T14:00:00,192.27,25.85,170.55,22.93
2021-01-06T14:00:00,2021-01-06T15:00:00,236.75,31.83,171.45,23.05
2021-01-06T15:00:00,2021-01-06T16:00:00,240.92,32.39,171.07,23
2021-01-06T16:00:00,2021-01-06T17:00:00,184.54,24.81,179.4,24.12
2021-01-06T17:00:00,2021-01-06T18:00:00,237.35,31.91,170.4,22.91
2021-01-06T18:00:00,2021-01-06T19:00:00,168.92,22.71,166.46,22.38
2021-01-06T19:00:00,2021-01-06T20:00:00,168.77,22.69,158.5,21.31
2021-01-06T20:00:00,2021-01-06T21:00:00,160.14,21.53,146.6,19.71
2021-01-06T21:00:00,2021-01-06T22:00:00,154.41,20.76,146.9,19.75
2021-01-06T22:00:00,2021-01-06T23:00:00,150.99,20.3,147.72,19.86
2021-01-06T23:00:00,2021-01-07T00:00:00,165.2,22.21,133.59,17.96
2021-01-07T00:00:00,2021-01-07T01:00:00,162.75,21.88,134.63,18.1
2021-01-07T01:00:00,2021-01-07T02:00:00,158.14,21.26,134.71,18.11
2021-01-07T02:00:00,2021-01-07T03:00:00,158.14,21.26,135.01,18.15
2021-01-07T03:00:00,2021-01-07T04:00:00,158.36,21.29,154.42,20.76
2021-01-07T04:00:00,2021-01-07T05:00:00,166.17,22.34,152.56,20.51
2021-01-07T05:00:00,2021-01-07T06:00:00,176.51,23.73,248.22,33.37
2021-01-07T06:00:00,2021-01-07T07:00:00,172.87,23.24,259.6,34.9
2021-01-07T07:00:00,2021-01-07T08:00:00,173.68,23.35,256.7,34.51
2021-01-07T08:00:00,2021-01-07T09:00:00,173.54,23.33,262.13,35.24
2021-01-07T09:00:00,2021-01-07T10:00:00,174.06,23.4,263.24,35.39
2021-01-07T10:00:00,2021-01-07T11:00:00,174.21,23.42,263.24,35.39
2021-01-07T11:00:00,2021-01-07T12:00:00,187.07,25.15,229.69,30.88
2021-01-07T12:00:00,2021-01-07T13:00:00,179.86,24.18,250.89,33.73
2021-01-07T13:00:00,2021-01-07T14:00:00,175.92,23.65,263.69,35.45
2021-01-07T14:00:00,2021-01-07T15:00:00,174.8,23.5,261.38,35.14
2021-01-07T15:00:00,2021-01-07T16:00:00,176.36,23.71,254.32,34.19
2021-01-07T16:00:00,2021-01-07T17:00:00,176.29,23.7,261.16,35.11
2021-01-07T17:00:00,2021-01-07T18:00:00,175.84,23.64,269.94,36.29
2021-01-07T18:00:00,2021-01-07T19:00:00,179.19,24.09,271.5,36.5
2021-01-07T19:00:00,2021-01-07T20:00:00,192.21,25.84,245.09,32.95
2021-01-07T20:00:00,2021-01-07T21:00:00,187.82,25.25,210.95,28.36
2021-01-07T21:00:00,2021-01-07T22:00:00,175.77,23.63,214.74,28.87
2021-01-07T22:00:00,2021-01-07T23:00:00,174.58,23.47,211.32,28.41
2021-01-07T23:00:00,2021-01-08T00:00:00,183.76,24.7,173.49,23.32
2021-01-08T00:00:00,2021-01-08T01:00:00,180.85,24.31,171.78,23.09
2021-01-08T01:00:00,2021-01-08T02:00:00,177.95,23.92,171.85,23.1
2021-01-08T02:00:00,2021-01-08T03:00:00,178.25,23.96,170.29,22.89
2021-01-08T03:00:00,2021-01-08T04:00:00,178.77,24.03,166.57,22.39
2021-01-08T04:00:00,2021-01-08T05:00:00,203.54,27.36,169.84,22.83
2021-01-08T05:00:00,2021-01-08T06:00:00,278.98,37.5,232.04,31.19
2021-01-08T06:00:00,2021-01-08T07:00:00,302.12,40.61,234.05,31.46
2021-01-08T07:00:00,2021-01-08T08:00:00,234.57,31.53,245.43,32.99
2021-01-08T08:00:00,2021-01-08T09:00:00,234.94,31.58,256.51,34.48
2021-01-08T09:00:00,2021-01-08T10:00:00,245.5,33,257.78,34.65
2021-01-08T10:00:00,2021-01-08T11:00:00,275.04,36.97,255.25,34.31
2021-01-08T11:00:00,2021-01-08T12:00:00,274.44,36.89,258.67,34.77
2021-01-08T12:00:00,2021-01-08T13:00:00,277.49,37.3,268.42,36.08
2021-01-08T13:00:00,2021-01-08T14:00:00,268.64,36.11,271.62,36.51
2021-01-08T14:00:00,2021-01-08T15:00:00,245.8,33.04,256.59,34.49
2021-01-08T15:00:00,2021-01-08T16:00:00,238.73,32.09,251.16,33.76
2021-01-08T16:00:00,2021-01-08T17:00:00,226.61,30.46,251.16,33.76
2021-01-08T17:00:00,2021-01-08T18:00:00,223.04,29.98,244.09,32.81
2021-01-08T18:00:00,2021-01-08T19:00:00,206,27.69,243.57,32.74
2021-01-08T19:00:00,2021-01-08T20:00:00,242.53,32.6,246.69,33.16
2021-01-08T20:00:00,2021-01-08T21:00:00,260.38,35,217.08,29.18
2021-01-08T21:00:00,2021-01-08T22:00:00,210.76,28.33,212.62,28.58
2021-01-08T22:00:00,2021-01-08T23:00:00,217.23,29.2,196.77,26.45
2021-01-08T23:00:00,2021-01-09T00:00:00,184.38,24.79,212.79,28.61
2021-01-09T00:00:00,2021-01-09T01:00:00,182.59,24.55,214.57,28.85
2021-01-09T01:00:00,2021-01-09T02:00:00,182.22,24.5,214.35,28.82
2021-01-09T02:00:00,2021-01-09T03:00:00,184.38,24.79,214.65,28.86
2021-01-09T03:00:00,2021-01-09T04:00:00,184.82,24.85,216.36,29.09
2021-01-09T04:00:00,2021-01-09T05:00:00,183.49,24.67,223.28,30.02
2021-01-09T05:00:00,2021-01-09T06:00:00,190.18,25.57,301.97,40.6
2021-01-09T06:00:00,2021-01-09T07:00:00,186.39,25.06,303.16,40.76
2021-01-09T07:00:00,2021-01-09T08:00:00,185.27,24.91,302.64,40.69
2021-01-09T08:00:00,2021-01-09T09:00:00,189.29,25.45,302.26,40.64
2021-01-09T09:00:00,2021-01-09T10:00:00,190.92,25.67,316.99,42.62
2021-01-09T10:00:00,2021-01-09T11:00:00,191,25.68,316.99,42.62
2021-01-09T11:00:00,2021-01-09T12:00:00,194.42,26.14,289.32,38.9
2021-01-09T12:00:00,2021-01-09T13:00:00,187.8,25.25,298.25,40.1
2021-01-09T13:00:00,2021-01-09T14:00:00,209.29,28.14,299.36,40.25
2021-01-09T14:00:00,2021-01-09T15:00:00,197.91,26.61,311.26,41.85
2021-01-09T15:00:00,2021-01-09T16:00:00,205.65,27.65,307.02,41.28
2021-01-09T16:00:00,2021-01-09T17:00:00,187.58,25.22,313.05,42.09
2021-01-09T17:00:00,2021-01-09T18:00:00,200.22,26.92,318.03,42.76
2021-01-09T18:00:00,2021-01-09T19:00:00,191.52,25.75,311.41,41.87
2021-01-09T19:00:00,2021-01-09T20:00:00,190.03,25.55,309.63,41.63
2021-01-09T20:00:00,2021-01-09T21:00:00,197.54,26.56,246.48,33.14
2021-01-09T21:00:00,2021-01-09T22:00:00,195.24,26.25,246.78,33.18
2021-01-09T22:00:00,2021-01-09T23:00:00,185.2,24.9,245.96,33.07
2021-01-09T23:00:00,2021-01-10T00:00:00,228.47,30.72,196.93,26.48
2021-01-10T00:00:00,2021-01-10T01:00:00,220.36,29.63,218.73,29.41
2021-01-10T01:00:00,2021-01-10T02:00:00,219.25,29.48,218.65,29.4
2021-01-10T02:00:00,2021-01-10T03:00:00,217.61,29.26,217.76,29.28
2021-01-10T03:00:00,2021-01-10T04:00:00,215.16,28.93,224.01,30.12
2021-01-10T04:00:00,2021-01-10T05:00:00,215.68,29,224.67,30.21
2021-01-10T05:00:00,2021-01-10T06:00:00,221.85,29.83,242.38,32.59
2021-01-10T06:00:00,2021-01-10T07:00:00,227.35,30.57,265.21,35.66
2021-01-10T07:00:00,2021-01-10T08:00:00,234.42,31.52,260.6,35.04
2021-01-10T08:00:00,2021-01-10T09:00:00,230.77,31.03,255.46,34.35
2021-01-10T09:00:00,2021-01-10T10:00:00,233.38,31.38,302.91,40.73
2021-01-10T10:00:00,2021-01-10T11:00:00,232.04,31.2,305,41.01
2021-01-10T11:00:00,2021-01-10T12:00:00,237.17,31.89,313.85,42.2
2021-01-10T12:00:00,2021-01-10T13:00:00,228.47,30.72,287,38.59
2021-01-10T13:00:00,2021-01-10T14:00:00,241.71,32.5,286.55,38.53
2021-01-10T14:00:00,2021-01-10T15:00:00,246.09,33.09,311.47,41.88
2021-01-10T15:00:00,2021-01-10T16:00:00,262.83,35.34,255.91,34.41
2021-01-10T16:00:00,2021-01-10T17:00:00,243.79,32.78,288.41,38.78
2021-01-10T17:00:00,2021-01-10T18:00:00,249.74,33.58,283.65,38.14
2021-01-10T18:00:00,2021-01-10T19:00:00,223.11,30,288.11,38.74
2021-01-10T19:00:00,2021-01-10T20:00:00,223.41,30.04,250.78,33.72
2021-01-10T20:00:00,2021-01-10T21:00:00,232.71,31.29,217.46,29.24
2021-01-10T21:00:00,2021-01-10T22:00:00,226.68,30.48,214.93,28.9
2021-01-10T22:00:00,2021-01-10T23:00:00,211.81,28.48,214.56,28.85
2021-01-10T23:00:00,2021-01-11T00:00:00,209.95,28.23,237.09,31.88
2021-01-11T00:00:00,2021-01-11T01:00:00,208.83,28.08,263.35,35.41
2021-01-11T01:00:00,2021-01-11T02:00:00,208.31,28.01,266.55,35.84
2021-01-11T02:00:00,2021-01-11T03:00:00,207.42,27.89,266.32,35.81
2021-01-11T03:00:00,2021-01-11T04:00:00,215.38,28.96,265.8,35.74
2021-01-11T04:00:00,2021-01-11T05:00:00,225.2,30.28,236.28,31.77
2021-01-11T05:00:00,2021-01-11T06:00:00,236.87,31.85,282.98,38.05
2021-01-11T06:00:00,2021-01-11T07:00:00,247.13,33.23,302.1,40.62
2021-01-11T07:00:00,2021-01-11T08:00:00,257.84,34.67,306.11,41.16
2021-01-11T08:00:00,2021-01-11T09:00:00,256.88,34.54,342.55,46.06
2021-01-11T09:00:00,2021-01-11T10:00:00,255.46,34.35,371.63,49.97
2021-01-11T10:00:00,2021-01-11T11:00:00,251.97,33.88,370.52,49.82
2021-01-11T11:00:00,2021-01-11T12:00:00,244.98,32.94,372.38,50.07
2021-01-11T12:00:00,2021-01-11T13:00:00,233.67,31.42,282.01,37.92
2021-01-11T13:00:00,2021-01-11T14:00:00,233.23,31.36,283.58,38.13
2021-01-11T14:00:00,2021-01-11T15:00:00,233.3,31.37,286.7,38.55
2021-01-11T15:00:00,2021-01-11T16:00:00,225.12,30.27,288.93,38.85
2021-01-11T16:00:00,2021-01-11T17:00:00,235.68,31.69,292.8,39.37
2021-01-11T17:00:00,2021-01-11T18:00:00,232.48,31.26,290.27,39.03
2021-01-11T18:00:00,2021-01-11T19:00:00,228.77,30.76,291.61,39.21
2021-01-11T19:00:00,2021-01-11T20:00:00,228.77,30.76,291.09,39.14
2021-01-11T20:00:00,2021-01-11T21:00:00,235.16,31.62,247.88,33.33
2021-01-11T21:00:00,2021-01-11T22:00:00,237.69,31.96,240.14,32.29
2021-01-11T22:00:00,2021-01-11T23:00:00,250.63,33.7,247.06,33.22
2021-01-11T23:00:00,2021-01-12T00:00:00,240.6,32.35,238.51,32.07
2021-01-12T00:00:00,2021-01-12T01:00:00,235.09,31.61,250.19,33.64
2021-01-12T01:00:00,2021-01-12T02:00:00,237.32,31.91,250.19,33.64
2021-01-12T02:00:00,2021-01-12T03:00:00,238.29,32.04,250.41,33.67
2021-01-12T03:00:00,2021-01-12T04:00:00,238.44,32.06,254.06,34.16
2021-01-12T04:00:00,2021-01-12T05:00:00,227.36,30.57,234.05,31.47
2021-01-12T05:00:00,2021-01-12T06:00:00,219.92,29.57,282.47,37.98
2021-01-12T06:00:00,2021-01-12T07:00:00,226.91,30.51,300.62,40.42
2021-01-12T07:00:00,2021-01-12T08:00:00,235.09,31.61,302.7,40.7
2021-01-12T08:00:00,2021-01-12T09:00:00,226.02,30.39,302.48,40.67
2021-01-12T09:00:00,2021-01-12T10:00:00,229.81,30.9,330.44,44.43
2021-01-12T10:00:00,2021-01-12T11:00:00,242.46,32.6,331.33,44.55
2021-01-12T11:00:00,2021-01-12T12:00:00,242.31,32.58,298.38,40.12
2021-01-12T12:00:00,2021-01-12T13:00:00,243.65,32.76,273.84,36.82
2021-01-12T13:00:00,2021-01-12T14:00:00,246.99,33.21,273.84,36.82
2021-01-12T14:00:00,2021-01-12T15:00:00,244.24,32.84,275.03,36.98
2021-01-12T15:00:00,2021-01-12T16:00:00,244.02,32.81,325.31,43.74
2021-01-12T16:00:00,2021-01-12T17:00:00,243.94,32.8,496.51,66.76
2021-01-12T17:00:00,2021-01-12T18:00:00,244.02,32.81,491.08,66.03
2021-01-12T18:00:00,2021-01-12T19:00:00,231.52,31.13,442.82,59.54
2021-01-12T19:00:00,2021-01-12T20:00:00,234.35,31.51,298.24,40.1
2021-01-12T20:00:00,2021-01-12T21:00:00,236.73,31.83,254.21,34.18
2021-01-12T21:00:00,2021-01-12T22:00:00,222,29.85,252.5,33.95
2021-01-12T22:00:00,2021-01-12T23:00:00,228.85,30.77,237.62,31.95
2021-01-12T23:00:00,2021-01-13T00:00:00,218.25,29.34,233.27,31.36
2021-01-13T00:00:00,2021-01-13T01:00:00,216.31,29.08,224.57,30.19
2021-01-13T01:00:00,2021-01-13T02:00:00,215.94,29.03,226.28,30.42
2021-01-13T02:00:00,2021-01-13T03:00:00,215.94,29.03,224.5,30.18
2021-01-13T03:00:00,2021-01-13T04:00:00,216.09,29.05,232.38,31.24
2021-01-13T04:00:00,2021-01-13T05:00:00,215.79,29.01,250.68,33.7
2021-01-13T05:00:00,2021-01-13T06:00:00,206.42,27.75,281.25,37.81
2021-01-13T06:00:00,2021-01-13T07:00:00,238.93,32.12,281.33,37.82
2021-01-13T07:00:00,2021-01-13T08:00:00,239.45,32.19,293.08,39.4
2021-01-13T08:00:00,2021-01-13T09:00:00,224.79,30.22,292.63,39.34
2021-01-13T09:00:00,2021-01-13T10:00:00,218.92,29.43,274.56,36.91
2021-01-13T10:00:00,2021-01-13T11:00:00,205.68,27.65,268.24,36.06
2021-01-13T11:00:00,2021-01-13T12:00:00,205.08,27.57,273.74,36.8
2021-01-13T12:00:00,2021-01-13T13:00:00,208.73,28.06,291.74,39.22
2021-01-13T13:00:00,2021-01-13T14:00:00,208.58,28.04,296.5,39.86
2021-01-13T14:00:00,2021-01-13T15:00:00,208.28,28,356.53,47.93
2021-01-13T15:00:00,2021-01-13T16:00:00,210.14,28.25,331.69,44.59
2021-01-13T16:00:00,2021-01-13T17:00:00,213.41,28.69,385.69,51.85
2021-01-13T17:00:00,2021-01-13T18:00:00,212.74,28.6,373.94,50.27
2021-01-13T18:00:00,2021-01-13T19:00:00,209.02,28.1,351.33,47.23
2021-01-13T19:00:00,2021-01-13T20:00:00,215.27,28.94,329.23,44.26
