0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.2747851273,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.2747851273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2747851273,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2747851273,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2747851273,2.1052631579,2.1052631579
0.0,0.1695219694,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.2747851273,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2747851273,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2747851273,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.2747851273,0.7252148727,0.0,0.2747851273,0.7252148727,0.0,0.2747851273,0.7252148727,0.2747851273,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2747851273,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2747851273,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.2747851273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,1.2747851273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.2747851273,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.2747851273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2747851273,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.2747851273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2747851273,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.2747851273,0.0,0.7252148727,0.2747851273,0.0,0.7252148727,0.2747851273,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2747851273
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2953069925,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4005701504,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.4005701504,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.4005701504,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.4005701504,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4005701504,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,0.2953069925,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
0.0,0.2953069925,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,1.0,0.0,0.0,1.0,0.0,2.1052631579,0.2953069925,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4005701504,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,0.0,0.2953069925,0.7046930075,0.0,0.2953069925,0.7046930075,0.0,0.2953069925,2.1052631579
1.4005701504,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2953069925,2.1052631579
0.0,0.0,1.0,2.1052631579,1.4005701504,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.2953069925,2.1052631579,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.2953069925,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4005701504,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4005701504,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.2953069925,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,0.0
0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,1.4005701504,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.2953069925,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4990185399,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.4990185399,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.393755382,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4990185399,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4990185399,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.9148942986,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,2.1052631579,1.6893873992,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.4990185399,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4990185399,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4990185399,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
0.0,0.0,1.0,1.9148942986,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,0.6893873992,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4990185399,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4990185399,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.4990185399,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579
0.4990185399,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.4990185399,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.1052631579,1.4990185399,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4990185399,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4990185399,2.1052631579
0.0,0.0,1.0,2.1052631579,1.4990185399,0.4158757587,0.0,0.5841242413,0.4158757587,0.0,0.5841242413,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,2.1052631579,0.9148942986,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5841242413,0.0,0.0,2.1052631579,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579
0.393755382,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6042816978,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.4990185399,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,0.393755382,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.9148942986,2.1052631579,0.5841242413,0.4158757587,0.0,0.5841242413,0.4158757587,0.0,0.5841242413,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579
0.0,0.393755382,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579
0.0,0.0,1.0,0.9148942986,2.1052631579,0.0,1.0,0.0,0.0,1.0,1.6893873992,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,2.1052631579,1.9148942986,0.0,1.0,0.0,0.0,1.0,2.1052631579,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.6893873992,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2.1052631579,0.0,2.1052631579,1.9148942986,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.1052631579,2.1052631579,0.6893873992,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.393755382,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.4990185399,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.9,1.7367393684,2.1052631579,0.9,0.0,0.0,0.9,0.0,0.0,0.9,2.1052631579,2.1052631579,2.1052631579,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
0.0,0.0,0.9,0.0,2.0906220288,0.0,0.9,0.0,0.0,0.9,0.0,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.4461173396,0.0,0.0,0.9,0.0,0.0,0.9,0.0
0.0,0.0,0.9,2.1052631579,2.1052631579,0.5314762105,0.9,0.0,0.0,0.9,0.0,0.0,0.9,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
0.0,0.0,0.9,0.0,0.0,0.9,2.0906220288,0.0,0.0,0.9,0.0,0.0,0.9,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.5461173396,2.1052631579
1.7177714526,2.1052631579,2.1052631579,2.1052631579,0.0,2.1052631579,2.1052631579,0.9,0.0,0.0,0.9,2.1052631579,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,1.4314762105,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,1.7367393684,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0
0.0,1.7513804975,0.8853588709,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.9,2.1052631579,2.1052631579,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.5314762105,2.1052631579,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.5314762105,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
0.0,0.9,0.0,0.0,1.4314762105,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.5314762105,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.5314762105,0.0,0.3685237895,0.5314762105,0.0,0.3685237895,0.5314762105,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0
2.1052631579,2.1052631579,2.1052631579,0.8853588709,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,2.1052631579,0.0,1.7513804975,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9
0.0,0.0,2.1052631579,0.8853588709,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.5461173396,2.1052631579,2.1052631579,2.1052631579,0.0,0.9,0.0,0.0,0.9,0.0,0.0,2.1052631579
0.0,0.0,2.1052631579,0.8853588709,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,2.1052631579,2.1052631579,2.1052631579,1.4461173396,0.0,0.0,2.1052631579,0.0,0.0,0.9,0.0
0.0,0.0,2.0906220288,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,2.1052631579,2.1052631579,1.4461173396,2.1052631579,0.0,0.9,0.0,0.0,0.9,0.0,0.0,2.1052631579
0.0,0.5461173396,1.7853588709,0.0,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
0.0,2.1052631579,2.0906220288,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.9,0.0,2.1052631579,1.7513804975,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,2.1052631579
2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.5314762105,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9
0.0,0.0,0.9,2.0906220288,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,2.1052631579,2.1052631579,0.5461173396,0.9,0.0,0.0,0.9,0.0,2.1052631579,2.1052631579
0.0,0.0,0.9,0.0,2.0906220288,0.9,0.0,0.0,0.9,0.0,0.0,0.9,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.5461173396
2.1052631579,2.1052631579,2.1052631579,2.1052631579,2.1052631579,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.5314762105,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
